t(s),P=100mmHg,P=110mmHg,P=120mmHg,P=130mmHg,P=140mmHg,P =150mmHg,P = 160mmHg,P =170mmHg,P=180mmHg
149.7,30,36.414,23.34,29.244,31.412,25.531,32.558,31.113,30.933
149.8,30,36.48,23.346,29.417,31.529,25.554,32.541,31.128,30.932
149.9,30,36.541,23.353,29.59,31.644,25.579,32.524,31.143,30.931
150,30,36.598,23.362,29.762,31.756,25.607,32.505,31.157,30.93
150.1,30,36.651,23.373,29.935,31.866,25.637,32.485,31.171,30.929
150.2,30,36.7,23.385,30.106,31.974,25.669,32.463,31.184,30.929
150.3,30,36.744,23.399,30.277,32.079,25.703,32.441,31.196,30.928
150.4,30,36.785,23.415,30.446,32.182,25.739,32.417,31.209,30.927
150.5,30,36.822,23.432,30.614,32.281,25.777,32.392,31.22,30.926
150.6,30,36.856,23.452,30.78,32.379,25.818,32.366,31.232,30.926
150.7,30,36.886,23.473,30.945,32.473,25.86,32.338,31.242,30.925
150.8,30,36.913,23.496,31.107,32.565,25.905,32.309,31.253,30.924
150.9,30,36.938,23.52,31.268,32.655,25.953,32.279,31.262,30.923
151,30,36.959,23.547,31.426,32.742,26.002,32.248,31.272,30.923
151.1,30,36.978,23.576,31.581,32.826,26.054,32.216,31.28,30.922
151.2,30,36.994,23.607,31.734,32.907,26.107,32.182,31.288,30.921
151.3,30,37.008,23.64,31.884,32.986,26.164,32.147,31.296,30.92
151.4,30,37.019,23.675,32.031,33.062,26.222,32.111,31.303,30.92
151.5,30,37.029,23.713,32.175,33.136,26.282,32.073,31.31,30.919
151.6,30,37.036,23.753,32.316,33.207,26.345,32.035,31.316,30.918
151.7,30,37.041,23.796,32.453,33.276,26.41,31.995,31.322,30.918
151.8,30,37.045,23.842,32.587,33.342,26.477,31.953,31.327,30.917
151.9,30,37.047,23.89,32.718,33.405,26.546,31.911,31.331,30.916
152,30,37.047,23.941,32.845,33.467,26.617,31.867,31.335,30.916
152.1,30,37.045,23.995,32.969,33.525,26.69,31.822,31.338,30.915
152.2,30,37.042,24.053,33.089,33.582,26.766,31.776,31.341,30.914
152.3,30,37.038,24.113,33.205,33.636,26.843,31.729,31.344,30.914
152.4,30,37.032,24.177,33.318,33.688,26.922,31.681,31.346,30.913
152.5,30,37.025,24.245,33.427,33.738,27.003,31.631,31.347,30.912
152.6,30,37.016,24.316,33.533,33.785,27.086,31.58,31.348,30.912
152.7,30,37.006,24.391,33.634,33.83,27.171,31.529,31.348,30.911
152.8,30,36.995,24.469,33.733,33.874,27.258,31.476,31.347,30.911
152.9,30,36.982,24.552,33.827,33.915,27.346,31.422,31.347,30.91
153,30,36.968,24.639,33.918,33.954,27.435,31.367,31.345,30.909
153.1,30,36.953,24.729,34.005,33.991,27.527,31.311,31.343,30.909
153.2,30,36.936,24.825,34.089,34.026,27.62,31.254,31.341,30.908
153.3,30,36.919,24.924,34.169,34.06,27.714,31.196,31.338,30.908
153.4,30,36.899,25.028,34.246,34.091,27.809,31.137,31.334,30.907
153.5,30,36.879,25.136,34.32,34.121,27.906,31.077,31.33,30.906
153.6,30,36.856,25.249,34.39,34.149,28.003,31.017,31.326,30.906
153.7,30,36.832,25.367,34.457,34.176,28.102,30.956,31.321,30.905
153.8,30,36.807,25.489,34.521,34.2,28.202,30.893,31.315,30.905
153.9,30,36.78,25.616,34.582,34.224,28.303,30.831,31.309,30.904
154,30,36.751,25.747,34.639,34.245,28.404,30.767,31.302,30.904
154.1,30,36.72,25.883,34.694,34.265,28.506,30.703,31.295,30.903
154.2,30,36.686,26.024,34.746,34.283,28.609,30.638,31.287,30.903
154.3,30,36.651,26.169,34.795,34.3,28.712,30.573,31.279,30.902
154.4,30,36.614,26.318,34.842,34.316,28.815,30.507,31.27,30.902
154.5,30,36.573,26.472,34.886,34.33,28.919,30.44,31.261,30.902
154.6,30,36.531,26.631,34.927,34.342,29.023,30.374,31.251,30.901
154.7,30,36.485,26.793,34.966,34.354,29.127,30.307,31.241,30.901
154.8,30,36.436,26.96,35.002,34.364,29.231,30.239,31.23,30.9
154.9,30,36.384,27.13,35.036,34.372,29.335,30.171,31.219,30.9
155,30,36.329,27.304,35.068,34.379,29.438,30.103,31.207,30.899
155.1,30,36.27,27.482,35.098,34.385,29.542,30.035,31.195,30.899
155.2,30,36.207,27.663,35.126,34.39,29.645,29.967,31.183,30.899
155.3,30,36.139,27.847,35.151,34.393,29.747,29.899,31.17,30.898
155.4,30,36.068,28.035,35.175,34.395,29.849,29.83,31.156,30.898
155.5,30,35.991,28.225,35.197,34.396,29.951,29.762,31.142,30.898
155.6,30,35.91,28.417,35.216,34.395,30.051,29.694,31.128,30.897
155.7,30,35.823,28.611,35.235,34.393,30.151,29.625,31.113,30.897
155.8,30,35.731,28.808,35.251,34.39,30.25,29.557,31.098,30.897
155.9,30,35.633,29.006,35.266,34.386,30.348,29.489,31.082,30.896
156,30,35.528,29.205,35.279,34.38,30.445,29.422,31.066,30.896
156.1,30,35.417,29.406,35.29,34.373,30.541,29.354,31.049,30.896
156.2,30,35.299,29.607,35.3,34.365,30.636,29.287,31.032,30.896
156.3,30,35.174,29.809,35.309,34.355,30.729,29.221,31.015,30.895
156.4,30,35.042,30.011,35.316,34.344,30.822,29.154,30.997,30.895
156.5,30,34.902,30.212,35.321,34.332,30.913,29.089,30.979,30.895
156.6,30,34.755,30.413,35.326,34.318,31.002,29.023,30.961,30.895
156.7,30,34.599,30.614,35.328,34.303,31.09,28.958,30.942,30.895
156.8,30,34.436,30.813,35.33,34.286,31.177,28.894,30.923,30.894
156.9,30,34.264,31.011,35.33,34.268,31.262,28.83,30.903,30.894
157,30,34.084,31.207,35.329,34.248,31.346,28.767,30.883,30.894
157.1,30,33.895,31.401,35.326,34.227,31.428,28.705,30.863,30.894
157.2,30,33.699,31.593,35.322,34.204,31.508,28.643,30.843,30.894
157.3,30,33.494,31.783,35.317,34.179,31.587,28.582,30.822,30.894
157.4,30,33.281,31.97,35.311,34.153,31.664,28.522,30.801,30.894
157.5,30,33.061,32.153,35.303,34.125,31.74,28.462,30.779,30.893
157.6,30,32.834,32.334,35.294,34.095,31.814,28.404,30.758,30.893
157.7,30,32.6,32.511,35.283,34.064,31.886,28.346,30.736,30.893
157.8,30,32.359,32.685,35.271,34.03,31.956,28.289,30.714,30.893
157.9,30,32.112,32.855,35.258,33.994,32.025,28.232,30.691,30.893
158,30,31.86,33.02,35.243,33.957,32.092,28.177,30.669,30.893
158.1,30,31.603,33.182,35.227,33.917,32.157,28.123,30.646,30.893
158.2,30,31.342,33.339,35.209,33.875,32.221,28.069,30.623,30.893
158.3,30,31.077,33.492,35.19,33.831,32.283,28.017,30.6,30.893
158.4,30,30.81,33.641,35.169,33.784,32.343,27.965,30.576,30.893
158.5,30,30.541,33.785,35.147,33.736,32.401,27.914,30.553,30.893
158.6,30,30.27,33.925,35.122,33.684,32.458,27.865,30.529,30.893
158.7,30,29.999,34.059,35.096,33.63,32.513,27.816,30.505,30.893
158.8,30,29.728,34.189,35.068,33.574,32.566,27.768,30.481,30.893
158.9,30,29.458,34.315,35.039,33.514,32.618,27.722,30.457,30.893
159,30,29.19,34.435,35.007,33.452,32.668,27.676,30.433,30.893
159.1,30,28.923,34.551,34.973,33.388,32.716,27.632,30.409,30.893
159.2,30,28.66,34.662,34.937,33.32,32.763,27.588,30.384,30.893
159.3,30,28.4,34.769,34.898,33.249,32.808,27.546,30.36,30.894
159.4,30,28.145,34.87,34.858,33.175,32.851,27.505,30.335,30.894
159.5,30,27.894,34.968,34.814,33.099,32.893,27.465,30.31,30.894
159.6,30,27.648,35.06,34.769,33.019,32.933,27.425,30.286,30.894
159.7,30,27.407,35.148,34.72,32.936,32.972,27.387,30.261,30.894
159.8,30,27.173,35.232,34.669,32.85,33.009,27.351,30.236,30.894
159.9,30,26.944,35.312,34.614,32.76,33.045,27.315,30.211,30.894
160,30,26.723,35.387,34.557,32.668,33.079,27.28,30.186,30.895
160.1,30,26.508,35.459,34.496,32.572,33.111,27.247,30.162,30.895
160.2,30,26.3,35.526,34.432,32.473,33.143,27.214,30.137,30.895
160.3,30,26.099,35.589,34.365,32.37,33.172,27.183,30.112,30.895
160.4,30,25.906,35.649,34.294,32.265,33.201,27.153,30.088,30.895
160.5,30,25.72,35.705,34.219,32.156,33.228,27.124,30.063,30.896
160.6,30,25.541,35.758,34.14,32.044,33.253,27.097,30.038,30.896
160.7,30,25.37,35.807,34.058,31.929,33.277,27.07,30.014,30.896
160.8,30,25.207,35.853,33.971,31.812,33.3,27.045,29.989,30.896
160.9,30,25.051,35.896,33.88,31.691,33.321,27.02,29.965,30.896
161,30,24.902,35.935,33.785,31.567,33.341,26.997,29.941,30.897
161.1,30,24.76,35.972,33.685,31.441,33.36,26.976,29.917,30.897
161.2,30,24.626,36.006,33.581,31.313,33.378,26.955,29.893,30.897
161.3,30,24.499,36.037,33.472,31.182,33.394,26.936,29.869,30.898
161.4,30,24.379,36.066,33.358,31.049,33.409,26.917,29.845,30.898
161.5,30,24.265,36.092,33.24,30.913,33.422,26.9,29.822,30.898
161.6,30,24.158,36.116,33.117,30.776,33.435,26.885,29.798,30.898
161.7,30,24.058,36.137,32.989,30.637,33.446,26.87,29.775,30.899
161.8,30,23.964,36.156,32.857,30.497,33.456,26.857,29.752,30.899
161.9,30,23.876,36.173,32.72,30.355,33.464,26.845,29.729,30.899
162,30,23.794,36.189,32.578,30.212,33.472,26.834,29.707,30.9
162.1,30,23.717,36.202,32.432,30.068,33.478,26.824,29.684,30.9
162.2,30,23.646,36.213,32.282,29.923,33.483,26.816,29.662,30.901
162.3,30,23.58,36.223,32.127,29.778,33.486,26.809,29.64,30.901
162.4,30,23.519,36.231,31.968,29.632,33.489,26.803,29.618,30.901
162.5,30,23.463,36.237,31.805,29.486,33.49,26.799,29.597,30.902
162.6,30,23.411,36.241,31.639,29.34,33.49,26.795,29.575,30.902
162.7,30,23.364,36.244,31.469,29.195,33.489,26.793,29.554,30.902
162.8,30,23.321,36.246,31.296,29.049,33.486,26.793,29.534,30.903
162.9,30,23.282,36.246,31.12,28.905,33.482,26.793,29.513,30.903
163,30,23.247,36.245,30.942,28.761,33.477,26.795,29.493,30.904
163.1,30,23.216,36.242,30.761,28.619,33.471,26.799,29.473,30.904
163.2,30,23.188,36.238,30.578,28.477,33.464,26.803,29.453,30.904
163.3,30,23.163,36.232,30.394,28.337,33.455,26.809,29.434,30.905
163.4,30,23.141,36.226,30.208,28.198,33.445,26.817,29.415,30.905
163.5,30,23.122,36.217,30.021,28.061,33.433,26.825,29.396,30.906
163.6,30,23.106,36.208,29.834,27.925,33.42,26.835,29.378,30.906
163.7,30,23.093,36.197,29.646,27.792,33.406,26.847,29.36,30.907
163.8,30,23.081,36.184,29.458,27.66,33.391,26.859,29.342,30.907
163.9,30,23.073,36.171,29.271,27.531,33.374,26.873,29.325,30.907
164,30,23.066,36.156,29.084,27.404,33.355,26.889,29.308,30.908
164.1,30,23.061,36.139,28.898,27.279,33.335,26.906,29.291,30.908
164.2,30,23.059,36.121,28.714,27.156,33.314,26.924,29.274,30.909
164.3,30,23.058,36.101,28.531,27.036,33.291,26.943,29.258,30.909
164.4,30,23.059,36.08,28.351,26.919,33.267,26.964,29.243,30.91
164.5,30,23.061,36.057,28.172,26.804,33.241,26.987,29.228,30.91
164.6,30,23.065,36.032,27.996,26.692,33.214,27.01,29.213,30.911
164.7,30,23.071,36.006,27.822,26.582,33.185,27.036,29.198,30.911
164.8,30,23.078,35.977,27.651,26.475,33.154,27.062,29.184,30.912
164.9,30,23.086,35.947,27.483,26.371,33.122,27.09,29.17,30.912
165,30,23.096,35.914,27.319,26.27,33.088,27.119,29.157,30.913
165.1,30,23.107,35.879,27.158,26.171,33.052,27.15,29.144,30.913
165.2,30,23.119,35.842,27,26.076,33.015,27.182,29.131,30.913
165.3,30,23.132,35.802,26.846,25.983,32.976,27.216,29.119,30.914
165.4,30,23.147,35.76,26.696,25.893,32.935,27.25,29.108,30.914
165.5,30,23.163,35.715,26.55,25.806,32.892,27.287,29.096,30.915
165.6,30,23.18,35.668,26.407,25.721,32.847,27.324,29.085,30.915
165.7,30,23.198,35.617,26.269,25.64,32.8,27.363,29.075,30.916
165.8,30,23.217,35.562,26.135,25.561,32.752,27.403,29.065,30.916
165.9,30,23.238,35.505,26.004,25.485,32.701,27.445,29.055,30.917
166,30,23.26,35.444,25.878,25.412,32.649,27.487,29.046,30.917
166.1,30,23.284,35.379,25.756,25.341,32.595,27.531,29.037,30.918
166.2,30,23.308,35.31,25.638,25.274,32.538,27.577,29.029,30.918
166.3,30,23.335,35.237,25.525,25.208,32.48,27.623,29.021,30.919
166.4,30,23.363,35.159,25.415,25.146,32.419,27.671,29.013,30.919
166.5,30,23.392,35.077,25.31,25.086,32.357,27.72,29.006,30.92
166.6,30,23.424,34.991,25.208,25.029,32.292,27.77,29,30.92
166.7,30,23.457,34.899,25.111,24.974,32.225,27.822,28.993,30.921
166.8,30,23.492,34.802,25.017,24.922,32.157,27.874,28.988,30.921
166.9,30,23.529,34.699,24.928,24.872,32.086,27.928,28.983,30.922
167,30,23.569,34.591,24.842,24.825,32.013,27.982,28.978,30.922
167.1,30,23.611,34.477,24.76,24.781,31.939,28.038,28.973,30.923
167.2,30,23.655,34.358,24.682,24.738,31.862,28.095,28.97,30.923
167.3,30,23.702,34.232,24.607,24.698,31.783,28.152,28.966,30.924
167.4,30,23.751,34.1,24.536,24.661,31.703,28.211,28.963,30.924
167.5,30,23.804,33.961,24.469,24.625,31.62,28.27,28.961,30.925
167.6,30,23.86,33.817,24.405,24.592,31.536,28.33,28.959,30.925
167.7,30,23.918,33.666,24.344,24.562,31.45,28.391,28.957,30.926
167.8,30,23.981,33.508,24.286,24.533,31.362,28.453,28.956,30.926
167.9,30,24.046,33.344,24.232,24.507,31.272,28.516,28.955,30.926
168,30,24.116,33.174,24.181,24.483,31.181,28.579,28.955,30.927
168.1,30,24.189,32.998,24.133,24.461,31.089,28.643,28.956,30.927
168.2,30,24.266,32.815,24.087,24.441,30.994,28.707,28.956,30.928
168.3,30,24.347,32.627,24.045,24.424,30.899,28.772,28.958,30.928
168.4,30,24.433,32.433,24.006,24.408,30.802,28.838,28.959,30.929
168.5,30,24.523,32.234,23.969,24.395,30.704,28.904,28.961,30.929
168.6,30,24.618,32.03,23.934,24.384,30.605,28.97,28.964,30.93
168.7,30,24.718,31.821,23.903,24.375,30.504,29.037,28.967,30.93
168.8,30,24.822,31.608,23.874,24.368,30.403,29.104,28.971,30.93
168.9,30,24.932,31.392,23.847,24.363,30.301,29.172,28.975,30.931
169,30,25.046,31.172,23.823,24.36,30.198,29.239,28.979,30.931
169.1,30,25.166,30.949,23.801,24.36,30.095,29.307,28.984,30.932
169.2,30,25.291,30.723,23.782,24.362,29.991,29.375,28.99,30.932
169.3,30,25.421,30.496,23.764,24.365,29.886,29.443,28.996,30.933
169.4,30,25.557,30.267,23.749,24.371,29.782,29.511,29.002,30.933
169.5,30,25.698,30.038,23.736,24.38,29.677,29.579,29.009,30.933
169.6,30,25.844,29.808,23.726,24.39,29.571,29.647,29.016,30.934
169.7,30,25.996,29.579,23.717,24.403,29.466,29.715,29.024,30.934
169.8,30,26.153,29.35,23.71,24.418,29.361,29.782,29.032,30.934
169.9,30,26.316,29.122,23.706,24.435,29.256,29.85,29.041,30.935
170,30,26.484,28.897,23.703,24.454,29.152,29.917,29.05,30.935
170.1,30,26.657,28.673,23.703,24.476,29.048,29.984,29.059,30.936
170.2,30,26.835,28.451,23.705,24.501,28.944,30.051,29.069,30.936
170.3,30,27.017,28.233,23.708,24.528,28.841,30.117,29.08,30.936
170.4,30,27.205,28.018,23.714,24.557,28.739,30.183,29.091,30.937
170.5,30,27.397,27.807,23.722,24.589,28.637,30.248,29.102,30.937
170.6,30,27.594,27.6,23.731,24.623,28.536,30.313,29.114,30.937
170.7,30,27.795,27.397,23.743,24.66,28.436,30.378,29.126,30.938
170.8,30,28,27.198,23.757,24.7,28.337,30.442,29.138,30.938
170.9,30,28.208,27.005,23.773,24.742,28.239,30.505,29.151,30.938
171,30,28.42,26.816,23.792,24.787,28.143,30.568,29.165,30.939
171.1,30,28.636,26.633,23.812,24.835,28.047,30.63,29.179,30.939
171.2,30,28.854,26.455,23.835,24.885,27.953,30.691,29.193,30.939
171.3,30,29.074,26.282,23.86,24.939,27.86,30.752,29.207,30.94
171.4,30,29.297,26.115,23.888,24.995,27.768,30.812,29.222,30.94
171.5,30,29.521,25.954,23.917,25.054,27.678,30.871,29.238,30.94
171.6,30,29.747,25.798,23.95,25.116,27.59,30.929,29.253,30.94
171.7,30,29.975,25.648,23.984,25.181,27.503,30.987,29.27,30.941
171.8,30,30.202,25.504,24.022,25.25,27.417,31.044,29.286,30.941
171.9,30,30.431,25.365,24.062,25.321,27.333,31.099,29.303,30.941
172,30,30.659,25.232,24.105,25.395,27.251,31.154,29.32,30.941
172.1,30,30.887,25.105,24.151,25.472,27.17,31.208,29.338,30.942
172.2,30,31.114,24.983,24.199,25.552,27.091,31.262,29.355,30.942
172.3,30,31.34,24.867,24.251,25.636,27.014,31.314,29.374,30.942
172.4,30,31.564,24.756,24.305,25.722,26.938,31.365,29.392,30.942
172.5,30,31.787,24.651,24.363,25.812,26.864,31.416,29.411,30.942
172.6,30,32.007,24.551,24.424,25.904,26.792,31.465,29.43,30.943
172.7,30,32.225,24.455,24.488,26,26.722,31.513,29.45,30.943
172.8,30,32.44,24.365,24.556,26.098,26.654,31.561,29.469,30.943
172.9,30,32.651,24.28,24.627,26.199,26.587,31.607,29.489,30.943
173,30,32.859,24.199,24.702,26.304,26.522,31.652,29.51,30.943
173.1,30,33.063,24.123,24.78,26.411,26.459,31.697,29.53,30.944
173.2,30,33.262,24.052,24.862,26.52,26.398,31.74,29.551,30.944
173.3,30,33.458,23.984,24.947,26.633,26.339,31.782,29.572,30.944
173.4,30,33.648,23.921,25.036,26.748,26.281,31.823,29.593,30.944
173.5,30,33.834,23.862,25.129,26.865,26.226,31.864,29.615,30.944
173.6,30,34.015,23.807,25.226,26.985,26.172,31.903,29.637,30.944
173.7,30,34.19,23.756,25.327,27.107,26.12,31.941,29.658,30.944
173.8,30,34.36,23.708,25.431,27.232,26.07,31.978,29.681,30.945
173.9,30,34.524,23.664,25.54,27.358,26.021,32.014,29.703,30.945
174,30,34.683,23.623,25.652,27.486,25.975,32.049,29.725,30.945
174.1,30,34.836,23.586,25.768,27.617,25.93,32.082,29.748,30.945
174.2,30,34.983,23.551,25.888,27.748,25.888,32.115,29.771,30.945
174.3,30,35.125,23.52,26.011,27.882,25.847,32.147,29.794,30.945
174.4,30,35.26,23.491,26.139,28.017,25.808,32.177,29.817,30.945
174.5,30,35.389,23.465,26.27,28.153,25.77,32.207,29.84,30.945
174.6,30,35.513,23.442,26.404,28.29,25.735,32.235,29.863,30.945
174.7,30,35.631,23.421,26.542,28.428,25.701,32.262,29.887,30.945
174.8,30,35.743,23.402,26.684,28.567,25.669,32.289,29.91,30.945
174.9,30,35.849,23.386,26.828,28.706,25.639,32.314,29.934,30.945
175,30,35.949,23.373,26.976,28.846,25.611,32.338,29.957,30.945
175.1,30,36.044,23.361,27.127,28.986,25.585,32.361,29.981,30.945
175.2,30,36.134,23.352,27.28,29.126,25.56,32.383,30.005,30.945
175.3,30,36.218,23.344,27.437,29.266,25.537,32.404,30.028,30.945
175.4,30,36.297,23.339,27.596,29.406,25.516,32.424,30.052,30.945
175.5,30,36.371,23.335,27.757,29.546,25.497,32.443,30.076,30.945
175.6,30,36.441,23.333,27.92,29.685,25.479,32.46,30.1,30.945
175.7,30,36.505,23.333,28.085,29.824,25.464,32.477,30.124,30.945
175.8,30,36.565,23.335,28.253,29.961,25.45,32.493,30.147,30.945
175.9,30,36.62,23.338,28.421,30.098,25.438,32.507,30.171,30.945
176,30,36.671,23.343,28.591,30.233,25.428,32.52,30.195,30.945
176.1,30,36.719,23.35,28.762,30.368,25.42,32.533,30.218,30.945
176.2,30,36.762,23.359,28.934,30.5,25.413,32.544,30.242,30.945
176.3,30,36.801,23.369,29.106,30.632,25.409,32.554,30.265,30.945
176.4,30,36.837,23.381,29.279,30.762,25.406,32.563,30.289,30.945
176.5,30,36.87,23.394,29.452,30.889,25.405,32.571,30.312,30.945
176.6,30,36.899,23.409,29.625,31.016,25.407,32.578,30.335,30.945
176.7,30,36.925,23.426,29.797,31.14,25.41,32.584,30.358,30.945
176.8,30,36.948,23.445,29.969,31.262,25.415,32.589,30.381,30.945
176.9,30,36.969,23.465,30.141,31.382,25.421,32.593,30.404,30.945
177,30,36.987,23.488,30.311,31.5,25.43,32.596,30.426,30.945
177.1,30,37.002,23.512,30.48,31.615,25.441,32.597,30.449,30.944
177.2,30,37.015,23.538,30.647,31.729,25.454,32.598,30.471,30.944
177.3,30,37.026,23.566,30.813,31.839,25.469,32.597,30.493,30.944
177.4,30,37.034,23.596,30.978,31.948,25.485,32.595,30.515,30.944
177.5,30,37.041,23.629,31.14,32.053,25.504,32.593,30.537,30.944
177.6,30,37.046,23.663,31.299,32.157,25.525,32.589,30.558,30.944
177.7,30,37.049,23.7,31.457,32.257,25.548,32.584,30.579,30.944
177.8,30,37.05,23.74,31.612,32.355,25.573,32.578,30.6,30.943
177.9,30,37.049,23.782,31.764,32.451,25.6,32.57,30.621,30.943
178,30,37.047,23.826,31.913,32.544,25.629,32.562,30.642,30.943
178.1,30,37.044,23.873,32.06,32.634,25.661,32.553,30.662,30.943
178.2,30,37.039,23.924,32.203,32.721,25.694,32.542,30.682,30.943
178.3,30,37.032,23.977,32.343,32.806,25.73,32.53,30.702,30.943
178.4,30,37.025,24.033,32.48,32.888,25.768,32.517,30.721,30.942
178.5,30,37.016,24.093,32.614,32.968,25.808,32.503,30.74,30.942
178.6,30,37.005,24.155,32.744,33.045,25.85,32.488,30.759,30.942
178.7,30,36.993,24.222,32.87,33.119,25.895,32.471,30.778,30.942
178.8,30,36.98,24.292,32.993,33.191,25.941,32.454,30.796,30.942
178.9,30,36.966,24.365,33.112,33.261,25.99,32.435,30.814,30.941
179,30,36.951,24.442,33.228,33.327,26.042,32.415,30.831,30.941
179.1,30,36.934,24.524,33.34,33.392,26.095,32.394,30.849,30.941
179.2,30,36.915,24.609,33.448,33.454,26.151,32.372,30.866,30.941
179.3,30,36.895,24.699,33.553,33.513,26.208,32.348,30.882,30.941
179.4,30,36.874,24.792,33.654,33.57,26.268,32.323,30.898,30.94
179.5,30,36.851,24.89,33.751,33.625,26.331,32.297,30.914,30.94
179.6,30,36.827,24.993,33.845,33.677,26.395,32.27,30.93,30.94
179.7,30,36.801,25.1,33.935,33.728,26.461,32.242,30.945,30.94
179.8,30,36.773,25.211,34.022,33.776,26.53,32.212,30.959,30.939
179.9,30,36.743,25.327,34.105,33.822,26.601,32.181,30.974,30.939
180,30,36.712,25.448,34.184,33.865,26.674,32.149,30.987,30.939
180.1,30,36.678,25.573,34.261,33.907,26.749,32.116,31.001,30.939
180.2,30,36.642,25.703,34.334,33.947,26.825,32.082,31.014,30.938
180.3,30,36.603,25.837,34.403,33.985,26.904,32.046,31.027,30.938
180.4,30,36.562,25.976,34.469,34.02,26.985,32.009,31.039,30.938
180.5,30,36.519,26.12,34.533,34.054,27.068,31.971,31.051,30.938
180.6,30,36.472,26.268,34.593,34.087,27.152,31.932,31.062,30.937
180.7,30,36.422,26.42,34.65,34.117,27.238,31.891,31.073,30.937
180.8,30,36.369,26.577,34.704,34.145,27.326,31.849,31.084,30.937
180.9,30,36.313,26.738,34.756,34.172,27.415,31.806,31.094,30.937
181,30,36.252,26.904,34.804,34.197,27.506,31.762,31.104,30.936
181.1,30,36.188,27.073,34.85,34.221,27.599,31.717,31.113,30.936
181.2,30,36.119,27.246,34.894,34.243,27.693,31.671,31.122,30.936
181.3,30,36.046,27.422,34.934,34.263,27.788,31.623,31.13,30.935
181.4,30,35.968,27.602,34.973,34.282,27.884,31.575,31.138,30.935
181.5,30,35.885,27.786,35.009,34.299,27.982,31.525,31.145,30.935
181.6,30,35.796,27.972,35.042,34.315,28.08,31.474,31.152,30.935
181.7,30,35.702,28.161,35.074,34.33,28.18,31.423,31.159,30.934
181.8,30,35.601,28.352,35.103,34.343,28.28,31.37,31.165,30.934
181.9,30,35.494,28.546,35.13,34.354,28.382,31.316,31.17,30.934
182,30,35.381,28.742,35.155,34.364,28.484,31.261,31.176,30.933
182.1,30,35.261,28.94,35.179,34.373,28.586,31.206,31.18,30.933
182.2,30,35.134,29.139,35.2,34.381,28.689,31.149,31.184,30.933
182.3,30,34.999,29.339,35.22,34.387,28.792,31.092,31.188,30.932
182.4,30,34.856,29.54,35.237,34.392,28.896,31.033,31.191,30.932
182.5,30,34.706,29.742,35.253,34.396,29,30.974,31.194,30.932
182.6,30,34.547,29.943,35.268,34.398,29.104,30.914,31.196,30.932
182.7,30,34.381,30.145,35.281,34.399,29.208,30.853,31.198,30.931
182.8,30,34.206,30.346,35.292,34.399,29.312,30.792,31.199,30.931
182.9,30,34.023,30.547,35.302,34.397,29.416,30.73,31.2,30.931
183,30,33.832,30.747,35.31,34.394,29.519,30.667,31.201,30.93
183.1,30,33.632,30.945,35.316,34.39,29.623,30.604,31.201,30.93
183.2,30,33.425,31.142,35.322,34.385,29.725,30.54,31.2,30.93
183.3,30,33.209,31.337,35.326,34.378,29.827,30.476,31.199,30.929
183.4,30,32.987,31.53,35.328,34.37,29.929,30.411,31.197,30.929
183.5,30,32.756,31.72,35.329,34.361,30.03,30.346,31.195,30.929
183.6,30,32.52,31.908,35.329,34.351,30.13,30.281,31.193,30.929
183.7,30,32.277,32.093,35.328,34.339,30.229,30.215,31.19,30.928
183.8,30,32.028,32.274,35.325,34.325,30.327,30.149,31.187,30.928
183.9,30,31.774,32.453,35.321,34.31,30.424,30.083,31.183,30.928
184,30,31.515,32.627,35.315,34.294,30.52,30.016,31.178,30.927
184.1,30,31.253,32.798,35.308,34.276,30.615,29.95,31.173,30.927
184.2,30,30.987,32.966,35.3,34.257,30.709,29.883,31.168,30.927
184.3,30,30.719,33.129,35.291,34.236,30.802,29.816,31.162,30.926
184.4,30,30.449,33.288,35.28,34.214,30.893,29.75,31.156,30.926
184.5,30,30.178,33.442,35.268,34.19,30.983,29.683,31.15,30.926
184.6,30,29.906,33.592,35.254,34.164,31.071,29.616,31.142,30.926
184.7,30,29.635,33.738,35.239,34.137,31.158,29.55,31.135,30.925
184.8,30,29.366,33.879,35.223,34.107,31.244,29.484,31.127,30.925
184.9,30,29.098,34.015,35.205,34.076,31.328,29.418,31.118,30.925
185,30,28.832,34.147,35.185,34.043,31.41,29.352,31.109,30.924
185.1,30,28.57,34.274,35.164,34.008,31.491,29.287,31.1,30.924
185.2,30,28.312,34.396,35.141,33.971,31.57,29.222,31.09,30.924
185.3,30,28.057,34.513,35.116,33.932,31.648,29.157,31.08,30.924
185.4,30,27.808,34.626,35.09,33.891,31.724,29.093,31.07,30.923
185.5,30,27.564,34.734,35.062,33.847,31.798,29.029,31.059,30.923
185.6,30,27.325,34.837,35.032,33.801,31.871,28.966,31.047,30.923
185.7,30,27.093,34.936,34.999,33.753,31.941,28.903,31.035,30.923
185.8,30,26.866,35.03,34.965,33.702,32.011,28.841,31.023,30.922
185.9,30,26.647,35.12,34.928,33.649,32.078,28.779,31.011,30.922
186,30,26.434,35.205,34.89,33.593,32.144,28.718,30.998,30.922
186.1,30,26.229,35.286,34.848,33.535,32.208,28.658,30.984,30.921
186.2,30,26.031,35.363,34.805,33.473,32.27,28.598,30.97,30.921
186.3,30,25.84,35.435,34.758,33.409,32.33,28.539,30.956,30.921
186.4,30,25.656,35.504,34.709,33.342,32.389,28.481,30.942,30.921
