t(s),P=100mmHg,P=110mmHg,P=120mmHg,P=130mmHg,P=140mmHg,P =150mmHg,P = 160mmHg,P =170mmHg,P=180mmHg
133.9,30,27.267,35.481,34.158,31.405,33.457,26.701,29.155,30.929
134,30,27.037,35.547,34.076,31.276,33.465,26.702,29.138,30.93
134.1,30,26.813,35.609,33.99,31.145,33.472,26.704,29.12,30.931
134.2,30,26.595,35.668,33.9,31.012,33.478,26.707,29.103,30.932
134.3,30,26.385,35.723,33.806,30.876,33.483,26.712,29.087,30.933
134.4,30,26.182,35.774,33.707,30.739,33.486,26.718,29.071,30.935
134.5,30,25.985,35.822,33.603,30.6,33.488,26.726,29.055,30.936
134.6,30,25.797,35.867,33.495,30.459,33.489,26.735,29.04,30.937
134.7,30,25.615,35.909,33.383,30.317,33.489,26.745,29.025,30.938
134.8,30,25.442,35.947,33.265,30.174,33.487,26.756,29.011,30.939
134.9,30,25.275,35.983,33.143,30.03,33.485,26.769,28.997,30.94
135,30,25.116,36.016,33.017,29.886,33.481,26.784,28.983,30.941
135.1,30,24.965,36.046,32.885,29.741,33.475,26.799,28.97,30.942
135.2,30,24.82,36.074,32.749,29.595,33.469,26.817,28.958,30.944
135.3,30,24.683,36.1,32.608,29.45,33.461,26.835,28.946,30.945
135.4,30,24.553,36.122,32.463,29.304,33.452,26.855,28.934,30.946
135.5,30,24.431,36.143,32.313,29.159,33.441,26.877,28.923,30.947
135.6,30,24.314,36.162,32.159,29.014,33.43,26.9,28.912,30.948
135.7,30,24.205,36.178,32.001,28.87,33.416,26.924,28.902,30.949
135.8,30,24.102,36.193,31.839,28.727,33.402,26.95,28.892,30.95
135.9,30,24.005,36.205,31.673,28.585,33.386,26.977,28.883,30.951
136,30,23.915,36.216,31.504,28.444,33.369,27.006,28.875,30.952
136.1,30,23.83,36.225,31.331,28.304,33.35,27.036,28.866,30.953
136.2,30,23.751,36.232,31.156,28.166,33.33,27.067,28.859,30.954
136.3,30,23.678,36.238,30.978,28.03,33.308,27.1,28.852,30.954
136.4,30,23.61,36.242,30.797,27.895,33.285,27.134,28.845,30.955
136.5,30,23.547,36.245,30.615,27.762,33.261,27.17,28.839,30.956
136.6,30,23.489,36.246,30.43,27.631,33.235,27.207,28.833,30.957
136.7,30,23.436,36.245,30.245,27.503,33.207,27.246,28.828,30.958
136.8,30,23.387,36.244,30.058,27.376,33.178,27.286,28.823,30.959
136.9,30,23.342,36.24,29.871,27.252,33.147,27.327,28.819,30.96
137,30,23.301,36.236,29.683,27.13,33.114,27.37,28.815,30.961
137.1,30,23.265,36.23,29.495,27.011,33.08,27.414,28.812,30.961
137.2,30,23.232,36.223,29.307,26.895,33.044,27.459,28.81,30.962
137.3,30,23.202,36.214,29.12,26.78,33.006,27.505,28.807,30.963
137.4,30,23.176,36.204,28.935,26.669,32.966,27.553,28.806,30.964
137.5,30,23.153,36.192,28.75,26.56,32.925,27.603,28.805,30.964
137.6,30,23.133,36.18,28.567,26.454,32.882,27.653,28.804,30.965
137.7,30,23.116,36.165,28.385,26.351,32.836,27.705,28.804,30.966
137.8,30,23.101,36.15,28.206,26.25,32.789,27.758,28.805,30.966
137.9,30,23.089,36.133,28.029,26.153,32.74,27.812,28.806,30.967
138,30,23.079,36.114,27.855,26.058,32.689,27.867,28.807,30.968
138.1,30,23.072,36.094,27.684,25.966,32.637,27.923,28.81,30.968
138.2,30,23.066,36.072,27.515,25.877,32.582,27.98,28.812,30.969
138.3,30,23.063,36.048,27.35,25.79,32.525,28.039,28.815,30.969
138.4,30,23.061,36.023,27.188,25.707,32.466,28.098,28.819,30.97
138.5,30,23.061,35.996,27.03,25.626,32.405,28.158,28.823,30.971
138.6,30,23.063,35.967,26.875,25.548,32.342,28.22,28.828,30.971
138.7,30,23.067,35.936,26.724,25.472,32.277,28.282,28.833,30.972
138.8,30,23.071,35.902,26.577,25.4,32.21,28.345,28.839,30.972
138.9,30,23.078,35.867,26.434,25.33,32.141,28.409,28.845,30.973
139,30,23.086,35.829,26.295,25.263,32.07,28.473,28.852,30.973
139.1,30,23.095,35.788,26.159,25.199,31.997,28.538,28.859,30.973
139.2,30,23.105,35.745,26.028,25.137,31.922,28.604,28.867,30.974
139.3,30,23.117,35.699,25.901,25.078,31.845,28.671,28.876,30.974
139.4,30,23.13,35.65,25.779,25.021,31.765,28.738,28.884,30.975
139.5,30,23.144,35.599,25.66,24.967,31.684,28.806,28.894,30.975
139.6,30,23.159,35.543,25.546,24.915,31.602,28.874,28.904,30.975
139.7,30,23.176,35.485,25.435,24.866,31.517,28.942,28.914,30.976
139.8,30,23.193,35.422,25.329,24.82,31.43,29.011,28.925,30.976
139.9,30,23.212,35.356,25.227,24.776,31.342,29.08,28.936,30.976
140,30,23.233,35.286,25.128,24.734,31.252,29.15,28.948,30.976
140.1,30,23.254,35.211,25.034,24.695,31.161,29.22,28.961,30.977
140.2,30,23.277,35.132,24.944,24.658,31.068,29.29,28.974,30.977
140.3,30,23.302,35.049,24.857,24.623,30.974,29.36,28.987,30.977
140.4,30,23.328,34.96,24.775,24.59,30.878,29.43,29.001,30.977
140.5,30,23.355,34.867,24.696,24.56,30.781,29.5,29.015,30.977
140.6,30,23.384,34.768,24.62,24.532,30.682,29.57,29.03,30.978
140.7,30,23.415,34.664,24.549,24.506,30.583,29.64,29.045,30.978
140.8,30,23.447,34.554,24.481,24.483,30.482,29.71,29.061,30.978
140.9,30,23.482,34.438,24.416,24.462,30.381,29.78,29.077,30.978
141,30,23.519,34.316,24.354,24.442,30.279,29.849,29.094,30.978
141.1,30,23.557,34.188,24.296,24.425,30.176,29.919,29.111,30.978
141.2,30,23.598,34.054,24.241,24.41,30.072,29.988,29.129,30.978
141.3,30,23.642,33.914,24.19,24.398,29.968,30.056,29.147,30.978
141.4,30,23.688,33.767,24.141,24.387,29.864,30.125,29.165,30.978
141.5,30,23.736,33.614,24.095,24.379,29.759,30.192,29.184,30.978
141.6,30,23.788,33.454,24.052,24.372,29.654,30.26,29.203,30.978
141.7,30,23.843,33.288,24.012,24.368,29.549,30.327,29.223,30.978
141.8,30,23.9,33.116,23.975,24.366,29.444,30.393,29.243,30.978
141.9,30,23.961,32.937,23.94,24.366,29.339,30.459,29.263,30.978
142,30,24.026,32.753,23.908,24.368,29.234,30.524,29.284,30.978
142.1,30,24.094,32.563,23.878,24.373,29.13,30.588,29.305,30.977
142.2,30,24.166,32.367,23.851,24.379,29.026,30.652,29.326,30.977
142.3,30,24.242,32.167,23.826,24.388,28.922,30.715,29.348,30.977
142.4,30,24.322,31.961,23.804,24.399,28.819,30.778,29.37,30.977
142.5,30,24.406,31.751,23.784,24.412,28.717,30.839,29.393,30.977
142.6,30,24.495,31.537,23.766,24.428,28.615,30.9,29.416,30.976
142.7,30,24.588,31.319,23.751,24.446,28.515,30.96,29.439,30.976
142.8,30,24.686,31.098,23.738,24.466,28.415,31.019,29.462,30.976
142.9,30,24.789,30.874,23.726,24.488,28.316,31.077,29.486,30.976
143,30,24.896,30.648,23.717,24.513,28.219,31.135,29.51,30.975
