t(s),P=100mmHg,P=110mmHg,P=120mmHg,130mmHg,140mmHg,150mmHg,160mmHg,170mmHg,180mmHg
225.5,14.71,14.534,12.813,12.392,12.11,12.319,11.923,11.755,11.672
225.6,14.71,14.552,12.803,12.398,12.116,12.308,11.929,11.754,11.672
225.7,14.71,14.568,12.794,12.405,12.123,12.297,11.936,11.753,11.672
225.8,14.71,14.585,12.785,12.412,12.129,12.286,11.942,11.752,11.672
225.9,14.71,14.6,12.777,12.42,12.136,12.275,11.949,11.751,11.672
226,14.71,14.615,12.769,12.428,12.143,12.264,11.955,11.75,11.672
226.1,14.71,14.63,12.762,12.436,12.151,12.253,11.962,11.749,11.672
226.2,14.71,14.643,12.755,12.445,12.159,12.243,11.968,11.748,11.672
226.3,14.71,14.656,12.749,12.454,12.168,12.232,11.975,11.747,11.672
226.4,14.71,14.669,12.743,12.463,12.176,12.221,11.981,11.746,11.672
226.5,14.71,14.68,12.738,12.473,12.185,12.21,11.988,11.746,11.672
226.6,14.71,14.691,12.733,12.484,12.195,12.199,11.995,11.745,11.672
226.7,14.71,14.702,12.728,12.495,12.204,12.189,12.001,11.744,11.672
226.8,14.71,14.712,12.724,12.506,12.215,12.178,12.008,11.743,11.672
226.9,14.71,14.721,12.72,12.518,12.225,12.168,12.015,11.743,11.672
227,14.71,14.73,12.717,12.53,12.236,12.158,12.022,11.742,11.672
227.1,14.71,14.738,12.714,12.543,12.247,12.148,12.028,11.742,11.672
227.2,14.71,14.746,12.711,12.556,12.258,12.137,12.035,11.741,11.672
227.3,14.71,14.753,12.709,12.569,12.27,12.128,12.042,11.741,11.672
227.4,14.71,14.76,12.707,12.583,12.282,12.118,12.048,11.74,11.672
227.5,14.71,14.766,12.705,12.598,12.294,12.108,12.055,11.74,11.672
227.6,14.71,14.772,12.703,12.612,12.307,12.099,12.062,11.739,11.672
227.7,14.71,14.777,12.702,12.628,12.32,12.089,12.068,11.739,11.672
227.8,14.71,14.782,12.701,12.643,12.333,12.08,12.075,11.739,11.672
227.9,14.71,14.786,12.701,12.659,12.346,12.071,12.081,11.738,11.672
228,14.71,14.79,12.7,12.675,12.36,12.062,12.088,11.738,11.672
228.1,14.71,14.794,12.7,12.692,12.374,12.054,12.094,11.738,11.672
228.2,14.71,14.797,12.7,12.709,12.388,12.045,12.1,11.738,11.672
228.3,14.71,14.801,12.7,12.726,12.402,12.037,12.107,11.738,11.672
228.4,14.71,14.803,12.701,12.744,12.417,12.029,12.113,11.737,11.672
228.5,14.71,14.806,12.702,12.762,12.431,12.021,12.119,11.737,11.672
228.6,14.71,14.808,12.703,12.78,12.446,12.013,12.125,11.737,11.672
228.7,14.71,14.81,12.704,12.798,12.461,12.005,12.131,11.737,11.672
228.8,14.71,14.811,12.705,12.817,12.476,11.998,12.137,11.737,11.672
228.9,14.71,14.813,12.707,12.836,12.491,11.991,12.143,11.738,11.672
229,14.71,14.814,12.709,12.855,12.506,11.984,12.149,11.738,11.673
229.1,14.71,14.815,12.711,12.874,12.521,11.977,12.155,11.738,11.673
229.2,14.71,14.815,12.713,12.893,12.537,11.97,12.161,11.738,11.673
229.3,14.71,14.816,12.716,12.912,12.552,11.964,12.166,11.738,11.673
229.4,14.71,14.816,12.719,12.931,12.567,11.957,12.172,11.739,11.673
229.5,14.71,14.817,12.722,12.95,12.582,11.951,12.177,11.739,11.673
229.6,14.71,14.817,12.725,12.97,12.598,11.946,12.182,11.739,11.673
229.7,14.71,14.816,12.729,12.989,12.613,11.94,12.188,11.74,11.673
229.8,14.71,14.816,12.733,13.008,12.628,11.935,12.193,11.74,11.673
229.9,14.71,14.816,12.737,13.027,12.643,11.929,12.198,11.741,11.673
230,14.71,14.815,12.742,13.046,12.658,11.924,12.203,11.741,11.673
230.1,14.71,14.814,12.746,13.065,12.673,11.92,12.208,11.742,11.673
230.2,14.71,14.813,12.751,13.084,12.687,11.915,12.213,11.742,11.673
230.3,14.71,14.812,12.757,13.103,12.702,11.911,12.217,11.743,11.673
230.4,14.71,14.811,12.763,13.121,12.716,11.906,12.222,11.744,11.673
230.5,14.71,14.81,12.769,13.139,12.731,11.902,12.226,11.744,11.673
230.6,14.71,14.809,12.775,13.157,12.745,11.899,12.231,11.745,11.673
230.7,14.71,14.807,12.782,13.175,12.759,11.895,12.235,11.746,11.673
230.8,14.71,14.806,12.789,13.192,12.772,11.892,12.239,11.747,11.673
230.9,14.71,14.804,12.797,13.209,12.786,11.888,12.243,11.747,11.673
231,14.71,14.802,12.805,13.226,12.799,11.886,12.247,11.748,11.673
231.1,14.71,14.8,12.813,13.242,12.812,11.883,12.251,11.749,11.673
231.2,14.71,14.797,12.822,13.258,12.824,11.88,12.255,11.75,11.673
231.3,14.71,14.795,12.832,13.274,12.837,11.878,12.259,11.751,11.673
231.4,14.71,14.793,12.842,13.29,12.849,11.876,12.262,11.752,11.673
231.5,14.71,14.79,12.852,13.305,12.861,11.874,12.266,11.753,11.673
231.6,14.71,14.787,12.863,13.319,12.873,11.872,12.269,11.754,11.673
231.7,14.71,14.784,12.874,13.334,12.884,11.871,12.273,11.755,11.673
231.8,14.71,14.78,12.886,13.348,12.895,11.869,12.276,11.757,11.673
231.9,14.71,14.777,12.898,13.361,12.906,11.868,12.279,11.758,11.673
232,14.71,14.773,12.911,13.374,12.917,11.868,12.282,11.759,11.673
232.1,14.71,14.769,12.925,13.387,12.927,11.867,12.285,11.76,11.673
232.2,14.71,14.765,12.939,13.399,12.937,11.867,12.288,11.761,11.673
232.3,14.71,14.76,12.953,13.411,12.946,11.866,12.29,11.763,11.673
232.4,14.71,14.755,12.968,13.423,12.956,11.866,12.293,11.764,11.673
232.5,14.71,14.75,12.984,13.434,12.965,11.867,12.295,11.765,11.673
232.6,14.71,14.744,13,13.445,12.974,11.867,12.298,11.767,11.673
232.7,14.71,14.738,13.016,13.455,12.982,11.868,12.3,11.768,11.673
232.8,14.71,14.732,13.034,13.465,12.991,11.869,12.302,11.77,11.673
232.9,14.71,14.725,13.051,13.474,12.999,11.87,12.304,11.771,11.673
233,14.71,14.718,13.069,13.484,13.007,11.871,12.306,11.773,11.673
233.1,14.71,14.71,13.088,13.492,13.014,11.873,12.308,11.774,11.673
233.2,14.71,14.702,13.107,13.501,13.021,11.875,12.31,11.776,11.673
233.3,14.71,14.693,13.127,13.509,13.028,11.877,12.312,11.777,11.673
233.4,14.71,14.683,13.147,13.517,13.035,11.879,12.313,11.779,11.673
233.5,14.71,14.673,13.167,13.524,13.041,11.882,12.315,11.78,11.673
233.6,14.71,14.662,13.188,13.531,13.047,11.884,12.316,11.782,11.673
233.7,14.71,14.651,13.209,13.538,13.053,11.888,12.317,11.783,11.673
233.8,14.71,14.639,13.23,13.544,13.059,11.891,12.318,11.785,11.673
233.9,14.71,14.626,13.252,13.55,13.065,11.894,12.32,11.787,11.673
234,14.71,14.612,13.274,13.556,13.07,11.898,12.32,11.788,11.673
234.1,14.71,14.597,13.296,13.562,13.075,11.902,12.321,11.79,11.673
234.2,14.71,14.582,13.319,13.567,13.08,11.906,12.322,11.792,11.673
234.3,14.71,14.566,13.341,13.572,13.084,11.911,12.323,11.794,11.673
234.4,14.71,14.548,13.364,13.576,13.089,11.916,12.323,11.795,11.673
234.5,14.71,14.53,13.387,13.581,13.093,11.921,12.324,11.797,11.673
234.6,14.71,14.511,13.41,13.585,13.097,11.926,12.324,11.799,11.673
234.7,14.71,14.491,13.433,13.589,13.1,11.932,12.324,11.801,11.673
234.8,14.71,14.47,13.456,13.592,13.104,11.937,12.325,11.802,11.673
234.9,14.71,14.448,13.479,13.596,13.107,11.943,12.325,11.804,11.673
235,14.71,14.425,13.502,13.599,13.11,11.95,12.325,11.806,11.673
235.1,14.71,14.401,13.525,13.602,13.113,11.956,12.325,11.808,11.673
235.2,14.71,14.376,13.547,13.605,13.116,11.963,12.324,11.81,11.673
235.3,14.71,14.35,13.57,13.607,13.119,11.97,12.324,11.812,11.673
235.4,14.71,14.324,13.592,13.609,13.122,11.977,12.323,11.813,11.673
235.5,14.71,14.296,13.614,13.612,13.124,11.984,12.323,11.815,11.673
235.6,14.71,14.268,13.636,13.614,13.126,11.992,12.322,11.817,11.673
235.7,14.71,14.239,13.658,13.615,13.128,12,12.322,11.819,11.673
235.8,14.71,14.21,13.679,13.617,13.13,12.008,12.321,11.821,11.673
235.9,14.71,14.18,13.7,13.619,13.132,12.016,12.32,11.823,11.673
236,14.71,14.149,13.72,13.62,13.133,12.025,12.319,11.825,11.673
236.1,14.71,14.118,13.74,13.621,13.135,12.034,12.317,11.826,11.673
236.2,14.71,14.086,13.76,13.622,13.136,12.043,12.316,11.828,11.673
236.3,14.71,14.055,13.779,13.623,13.137,12.052,12.315,11.83,11.673
236.4,14.71,14.023,13.798,13.624,13.138,12.061,12.313,11.832,11.673
236.5,14.71,13.991,13.816,13.624,13.139,12.071,12.312,11.834,11.673
236.6,14.71,13.959,13.834,13.625,13.14,12.08,12.31,11.836,11.673
236.7,14.71,13.927,13.852,13.625,13.141,12.09,12.308,11.838,11.673
236.8,14.71,13.895,13.869,13.625,13.141,12.1,12.306,11.839,11.673
236.9,14.71,13.864,13.885,13.625,13.142,12.11,12.304,11.841,11.673
237,14.71,13.832,13.901,13.625,13.142,12.12,12.302,11.843,11.673
237.1,14.71,13.801,13.916,13.625,13.142,12.131,12.299,11.845,11.673
237.2,14.71,13.771,13.931,13.625,13.142,12.141,12.297,11.847,11.673
237.3,14.71,13.741,13.946,13.624,13.142,12.152,12.295,11.848,11.673
237.4,14.71,13.711,13.96,13.624,13.142,12.162,12.292,11.85,11.673
237.5,14.71,13.682,13.973,13.623,13.142,12.173,12.289,11.852,11.673
237.6,14.71,13.654,13.986,13.622,13.141,12.184,12.286,11.854,11.673
237.7,14.71,13.626,13.998,13.621,13.141,12.195,12.283,11.856,11.673
237.8,14.71,13.6,14.01,13.62,13.14,12.206,12.28,11.857,11.673
237.9,14.71,13.574,14.021,13.619,13.139,12.217,12.277,11.859,11.673
238,14.71,13.548,14.032,13.617,13.138,12.228,12.274,11.861,11.673
238.1,14.71,13.524,14.042,13.616,13.137,12.239,12.27,11.862,11.673
238.2,14.71,13.5,14.052,13.614,13.136,12.25,12.267,11.864,11.673
238.3,14.71,13.478,14.061,13.613,13.135,12.261,12.263,11.866,11.673
238.4,14.71,13.456,14.07,13.611,13.133,12.272,12.259,11.867,11.673
238.5,14.71,13.435,14.078,13.608,13.131,12.283,12.255,11.869,11.673
238.6,14.71,13.415,14.086,13.606,13.13,12.294,12.251,11.871,11.673
238.7,14.71,13.396,14.094,13.604,13.128,12.304,12.247,11.872,11.673
238.8,14.71,13.378,14.101,13.601,13.126,12.315,12.243,11.874,11.673
238.9,14.71,13.361,14.107,13.598,13.124,12.326,12.239,11.875,11.673
239,14.71,13.344,14.114,13.595,13.121,12.337,12.234,11.877,11.673
239.1,14.71,13.329,14.12,13.592,13.119,12.347,12.23,11.878,11.673
239.2,14.71,13.314,14.125,13.589,13.116,12.358,12.225,11.88,11.673
239.3,14.71,13.3,14.13,13.585,13.113,12.368,12.22,11.881,11.673
239.4,14.71,13.287,14.135,13.581,13.11,12.379,12.215,11.882,11.673
239.5,14.71,13.275,14.14,13.577,13.107,12.389,12.21,11.884,11.673
239.6,14.71,13.263,14.144,13.573,13.103,12.399,12.205,11.885,11.673
239.7,14.71,13.253,14.148,13.568,13.1,12.409,12.2,11.887,11.673
239.8,14.71,13.243,14.152,13.563,13.096,12.419,12.195,11.888,11.673
239.9,14.71,13.233,14.155,13.558,13.092,12.429,12.189,11.889,11.673
240,14.71,13.225,14.158,13.552,13.087,12.438,12.184,11.89,11.673
240.1,14.71,13.217,14.161,13.547,13.083,12.448,12.178,11.892,11.673
240.2,14.71,13.21,14.163,13.54,13.078,12.457,12.173,11.893,11.673
240.3,14.71,13.203,14.166,13.534,13.073,12.466,12.167,11.894,11.673
240.4,14.71,13.197,14.168,13.527,13.068,12.475,12.161,11.895,11.673
240.5,14.71,13.192,14.17,13.52,13.062,12.484,12.155,11.896,11.673
240.6,14.71,13.187,14.171,13.512,13.056,12.492,12.149,11.897,11.673
240.7,14.71,13.182,14.173,13.504,13.05,12.501,12.143,11.898,11.673
240.8,14.71,13.178,14.174,13.496,13.044,12.509,12.137,11.899,11.673
240.9,14.71,13.175,14.175,13.487,13.037,12.517,12.131,11.9,11.673
241,14.71,13.172,14.176,13.477,13.03,12.525,12.125,11.901,11.673
241.1,14.71,13.169,14.177,13.468,13.023,12.533,12.119,11.902,11.673
241.2,14.71,13.167,14.177,13.457,13.015,12.541,12.112,11.903,11.673
241.3,14.71,13.165,14.178,13.447,13.008,12.548,12.106,11.904,11.673
241.4,14.71,13.163,14.178,13.436,12.999,12.555,12.1,11.905,11.673
241.5,14.71,13.162,14.178,13.424,12.991,12.562,12.093,11.906,11.673
241.6,14.71,13.161,14.178,13.412,12.982,12.569,12.087,11.906,11.673
241.7,14.71,13.16,14.178,13.399,12.973,12.576,12.08,11.907,11.673
241.8,14.71,13.16,14.178,13.386,12.963,12.582,12.074,11.908,11.673
241.9,14.71,13.16,14.178,13.372,12.953,12.589,12.067,11.908,11.673
242,14.71,13.16,14.177,13.358,12.943,12.595,12.061,11.909,11.673
242.1,14.71,13.16,14.176,13.343,12.932,12.601,12.054,11.91,11.673
242.2,14.71,13.161,14.176,13.327,12.921,12.607,12.047,11.91,11.673
242.3,14.71,13.162,14.175,13.312,12.91,12.612,12.041,11.911,11.673
242.4,14.71,13.163,14.174,13.295,12.898,12.618,12.034,11.911,11.673
242.5,14.71,13.164,14.172,13.279,12.886,12.623,12.028,11.912,11.673
242.6,14.71,13.165,14.171,13.261,12.874,12.628,12.021,11.912,11.673
242.7,14.71,13.167,14.17,13.244,12.861,12.633,12.015,11.912,11.673
242.8,14.71,13.168,14.168,13.226,12.848,12.638,12.008,11.913,11.673
242.9,14.71,13.17,14.166,13.207,12.835,12.642,12.002,11.913,11.673
243,14.71,13.172,14.164,13.188,12.822,12.647,11.995,11.913,11.673
243.1,14.71,13.175,14.162,13.169,12.808,12.651,11.989,11.913,11.673
243.2,14.71,13.177,14.16,13.15,12.794,12.655,11.982,11.914,11.673
243.3,14.71,13.18,14.157,13.13,12.78,12.659,11.976,11.914,11.673
243.4,14.71,13.182,14.155,13.11,12.765,12.663,11.97,11.914,11.673
243.5,14.71,13.185,14.152,13.09,12.75,12.667,11.963,11.914,11.673
243.6,14.71,13.189,14.149,13.069,12.736,12.67,11.957,11.914,11.673
243.7,14.71,13.192,14.146,13.049,12.72,12.674,11.951,11.914,11.673
243.8,14.71,13.195,14.142,13.028,12.705,12.677,11.945,11.914,11.673
243.9,14.71,13.199,14.139,13.007,12.69,12.68,11.939,11.914,11.673
244,14.71,13.203,14.135,12.987,12.674,12.683,11.933,11.914,11.673
244.1,14.71,13.207,14.131,12.966,12.659,12.686,11.927,11.914,11.673
244.2,14.71,13.212,14.126,12.945,12.643,12.688,11.921,11.913,11.673
244.3,14.71,13.216,14.121,12.924,12.628,12.691,11.915,11.913,11.673
244.4,14.71,13.221,14.116,12.904,12.612,12.693,11.909,11.913,11.673
244.5,14.71,13.227,14.111,12.883,12.596,12.696,11.904,11.913,11.673
244.6,14.71,13.232,14.105,12.863,12.58,12.698,11.898,11.912,11.673
244.7,14.71,13.238,14.099,12.843,12.565,12.7,11.893,11.912,11.673
244.8,14.71,13.244,14.093,12.823,12.549,12.702,11.887,11.911,11.673
244.9,14.71,13.251,14.086,12.804,12.533,12.703,11.882,11.911,11.673
245,14.71,13.258,14.079,12.784,12.518,12.705,11.877,11.911,11.673
245.1,14.71,13.265,14.071,12.765,12.503,12.706,11.872,11.91,11.673
245.2,14.71,13.273,14.063,12.747,12.487,12.708,11.867,11.909,11.673
245.3,14.71,13.281,14.054,12.728,12.472,12.709,11.862,11.909,11.673
245.4,14.71,13.289,14.045,12.71,12.457,12.71,11.857,11.908,11.673
245.5,14.71,13.298,14.035,12.693,12.443,12.711,11.852,11.908,11.673
245.6,14.71,13.308,14.025,12.676,12.428,12.712,11.847,11.907,11.673
245.7,14.71,13.318,14.014,12.659,12.414,12.713,11.843,11.906,11.673
245.8,14.71,13.329,14.002,12.642,12.4,12.713,11.838,11.905,11.673
245.9,14.71,13.34,13.99,12.627,12.386,12.714,11.834,11.905,11.673
246,14.71,13.352,13.977,12.611,12.372,12.714,11.83,11.904,11.673
246.1,14.71,13.364,13.964,12.596,12.358,12.715,11.826,11.903,11.673
246.2,14.71,13.377,13.95,12.581,12.345,12.715,11.821,11.902,11.673
246.3,14.71,13.39,13.935,12.567,12.332,12.715,11.818,11.901,11.673
246.4,14.71,13.404,13.919,12.554,12.32,12.715,11.814,11.9,11.673
246.5,14.71,13.419,13.903,12.54,12.307,12.715,11.81,11.899,11.673
246.6,14.71,13.435,13.886,12.528,12.295,12.715,11.806,11.898,11.673
246.7,14.71,13.451,13.868,12.515,12.283,12.714,11.803,11.897,11.673
246.8,14.71,13.467,13.849,12.503,12.272,12.714,11.8,11.896,11.673
246.9,14.71,13.485,13.83,12.492,12.261,12.713,11.796,11.895,11.673
247,14.71,13.502,13.81,12.481,12.25,12.712,11.793,11.894,11.673
247.1,14.71,13.521,13.79,12.471,12.239,12.711,11.79,11.893,11.673
247.2,14.71,13.54,13.769,12.461,12.229,12.71,11.787,11.892,11.673
247.3,14.71,13.56,13.747,12.451,12.219,12.709,11.785,11.89,11.673
247.4,14.71,13.581,13.724,12.442,12.209,12.708,11.782,11.889,11.673
247.5,14.71,13.602,13.701,12.433,12.2,12.707,11.779,11.888,11.673
247.6,14.71,13.623,13.678,12.425,12.191,12.705,11.777,11.887,11.673
247.7,14.71,13.645,13.654,12.417,12.182,12.703,11.775,11.885,11.673
247.8,14.71,13.668,13.629,12.409,12.174,12.702,11.773,11.884,11.673
247.9,14.71,13.691,13.604,12.402,12.166,12.7,11.771,11.883,11.673
248,14.71,13.715,13.579,12.396,12.158,12.698,11.769,11.881,11.673
248.1,14.71,13.739,13.554,12.389,12.15,12.695,11.767,11.88,11.673
248.2,14.71,13.764,13.528,12.383,12.143,12.693,11.765,11.879,11.673
248.3,14.71,13.789,13.502,12.378,12.136,12.69,11.764,11.877,11.673
248.4,14.71,13.814,13.476,12.373,12.13,12.688,11.762,11.876,11.673
248.5,14.71,13.84,13.45,12.368,12.123,12.685,11.761,11.874,11.673
248.6,14.71,13.866,13.424,12.363,12.117,12.682,11.76,11.873,11.673
248.7,14.71,13.892,13.397,12.359,12.112,12.679,11.759,11.871,11.673
248.8,14.71,13.918,13.371,12.355,12.106,12.676,11.758,11.87,11.673
248.9,14.71,13.945,13.346,12.352,12.101,12.672,11.758,11.868,11.673
249,14.71,13.971,13.32,12.348,12.096,12.668,11.757,11.867,11.673
249.1,14.71,13.998,13.295,12.345,12.092,12.665,11.756,11.865,11.673
249.2,14.71,14.025,13.269,12.343,12.087,12.661,11.756,11.863,11.673
249.3,14.71,14.052,13.245,12.34,12.083,12.656,11.756,11.862,11.673
249.4,14.71,14.078,13.22,12.338,12.08,12.652,11.756,11.86,11.673
249.5,14.71,14.105,13.196,12.336,12.076,12.647,11.756,11.858,11.673
249.6,14.71,14.131,13.173,12.335,12.073,12.643,11.756,11.857,11.673
249.7,14.71,14.157,13.15,12.334,12.07,12.638,11.757,11.855,11.673
249.8,14.71,14.183,13.127,12.333,12.067,12.633,11.757,11.854,11.673
249.9,14.71,14.209,13.105,12.332,12.065,12.627,11.758,11.852,11.673
250,14.71,14.234,13.084,12.332,12.063,12.622,11.759,11.85,11.673
250.1,14.71,14.259,13.063,12.332,12.061,12.616,11.76,11.848,11.673
250.2,14.71,14.284,13.043,12.332,12.059,12.61,11.761,11.847,11.673
250.3,14.71,14.308,13.023,12.332,12.058,12.604,11.762,11.845,11.673
250.4,14.71,14.332,13.004,12.333,12.057,12.598,11.763,11.843,11.673
250.5,14.71,14.355,12.986,12.334,12.056,12.591,11.765,11.842,11.673
250.6,14.71,14.378,12.968,12.335,12.056,12.584,11.767,11.84,11.673
250.7,14.71,14.4,12.951,12.336,12.055,12.577,11.768,11.838,11.673
250.8,14.71,14.422,12.935,12.338,12.055,12.57,11.77,11.836,11.673
250.9,14.71,14.443,12.919,12.34,12.056,12.563,11.772,11.835,11.673
251,14.71,14.464,12.904,12.342,12.056,12.555,11.775,11.833,11.673
251.1,14.71,14.484,12.889,12.345,12.057,12.547,11.777,11.831,11.673
251.2,14.71,14.503,12.876,12.347,12.058,12.539,11.78,11.829,11.673
251.3,14.71,14.522,12.863,12.351,12.059,12.531,11.782,11.828,11.673
251.4,14.71,14.54,12.85,12.354,12.061,12.522,11.785,11.826,11.673
251.5,14.71,14.557,12.838,12.358,12.063,12.514,11.788,11.824,11.673
251.6,14.71,14.574,12.827,12.362,12.065,12.505,11.791,11.823,11.673
251.7,14.71,14.59,12.816,12.366,12.067,12.496,11.794,11.821,11.673
251.8,14.71,14.605,12.806,12.371,12.07,12.487,11.798,11.819,11.673
251.9,14.71,14.62,12.797,12.376,12.073,12.477,11.801,11.817,11.673
252,14.71,14.634,12.788,12.381,12.076,12.468,11.805,11.816,11.673
252.1,14.71,14.648,12.779,12.387,12.08,12.458,11.809,11.814,11.673
252.2,14.71,14.66,12.771,12.393,12.084,12.448,11.813,11.812,11.673
252.3,14.71,14.672,12.764,12.4,12.088,12.438,11.817,11.811,11.673
252.4,14.71,14.684,12.757,12.406,12.093,12.428,11.821,11.809,11.673
252.5,14.71,14.695,12.751,12.414,12.098,12.418,11.825,11.807,11.673
252.6,14.71,14.705,12.745,12.421,12.103,12.408,11.829,11.806,11.673
252.7,14.71,14.715,12.739,12.429,12.108,12.397,11.834,11.804,11.673
252.8,14.71,14.724,12.734,12.438,12.114,12.387,11.839,11.802,11.673
252.9,14.71,14.733,12.73,12.447,12.121,12.376,11.844,11.801,11.673
253,14.71,14.741,12.725,12.456,12.127,12.365,11.848,11.799,11.673
253.1,14.71,14.748,12.721,12.465,12.134,12.355,11.853,11.798,11.673
253.2,14.71,14.755,12.718,12.476,12.141,12.344,11.859,11.796,11.673
253.3,14.71,14.762,12.715,12.486,12.149,12.333,11.864,11.794,11.673
253.4,14.71,14.768,12.712,12.497,12.157,12.322,11.869,11.793,11.673
253.5,14.71,14.773,12.709,12.509,12.165,12.311,11.875,11.791,11.673
253.6,14.71,14.779,12.707,12.52,12.174,12.3,11.88,11.79,11.673
253.7,14.71,14.783,12.705,12.533,12.183,12.289,11.886,11.788,11.673
253.8,14.71,14.788,12.704,12.545,12.192,12.278,11.892,11.787,11.673
253.9,14.71,14.792,12.703,12.559,12.201,12.267,11.898,11.785,11.673
254,14.71,14.795,12.702,12.572,12.211,12.256,11.903,11.784,11.673
254.1,14.71,14.798,12.701,12.586,12.222,12.245,11.909,11.783,11.673
254.2,14.71,14.801,12.7,12.601,12.232,12.234,11.915,11.781,11.673
254.3,14.71,14.804,12.7,12.616,12.243,12.223,11.922,11.78,11.673
254.4,14.71,14.806,12.7,12.631,12.255,12.212,11.928,11.778,11.673
254.5,14.71,14.808,12.7,12.647,12.266,12.202,11.934,11.777,11.673
254.6,14.71,14.81,12.701,12.663,12.278,12.191,11.94,11.776,11.673
254.7,14.71,14.812,12.701,12.679,12.291,12.181,11.947,11.774,11.673
254.8,14.71,14.813,12.702,12.696,12.303,12.17,11.953,11.773,11.673
254.9,14.71,14.814,12.703,12.713,12.316,12.16,11.96,11.772,11.673
255,14.71,14.815,12.705,12.73,12.329,12.15,11.966,11.771,11.673
255.1,14.71,14.816,12.706,12.748,12.342,12.14,11.973,11.77,11.673
255.2,14.71,14.816,12.708,12.766,12.356,12.13,11.979,11.768,11.673
255.3,14.71,14.816,12.71,12.784,12.37,12.12,11.986,11.767,11.673
255.4,14.71,14.817,12.713,12.802,12.384,12.11,11.992,11.766,11.673
255.5,14.71,14.817,12.715,12.821,12.398,12.101,11.999,11.765,11.673
255.6,14.71,14.816,12.718,12.84,12.412,12.091,12.006,11.764,11.673
255.7,14.71,14.816,12.721,12.859,12.427,12.082,12.012,11.763,11.673
255.8,14.71,14.815,12.724,12.878,12.442,12.073,12.019,11.762,11.673
255.9,14.71,14.815,12.728,12.897,12.456,12.064,12.026,11.761,11.673
256,14.71,14.814,12.732,12.916,12.471,12.055,12.032,11.76,11.673
256.1,14.71,14.813,12.736,12.935,12.486,12.047,12.039,11.759,11.673
256.2,14.71,14.812,12.74,12.954,12.502,12.039,12.046,11.758,11.673
256.3,14.71,14.811,12.745,12.974,12.517,12.03,12.052,11.757,11.673
256.4,14.71,14.81,12.75,12.993,12.532,12.022,12.059,11.757,11.673
256.5,14.71,14.808,12.755,13.012,12.547,12.015,12.065,11.756,11.673
256.6,14.71,14.807,12.761,13.031,12.563,12.007,12.072,11.755,11.673
256.7,14.71,14.805,12.767,13.05,12.578,11.999,12.078,11.754,11.673
256.8,14.71,14.803,12.773,13.069,12.593,11.992,12.085,11.754,11.673
256.9,14.71,14.801,12.78,13.088,12.608,11.985,12.091,11.753,11.673
257,14.71,14.799,12.787,13.106,12.623,11.978,12.097,11.752,11.673
257.1,14.71,14.797,12.794,13.125,12.639,11.972,12.103,11.752,11.673
257.2,14.71,14.794,12.802,13.143,12.654,11.965,12.11,11.751,11.673
257.3,14.71,14.792,12.81,13.161,12.668,11.959,12.116,11.75,11.673
257.4,14.71,14.789,12.819,13.178,12.683,11.953,12.122,11.75,11.673
257.5,14.71,14.786,12.828,13.196,12.698,11.947,12.128,11.749,11.673
257.6,14.71,14.783,12.838,13.213,12.712,11.941,12.134,11.749,11.673
257.7,14.71,14.779,12.848,13.229,12.726,11.936,12.14,11.749,11.673
257.8,14.71,14.776,12.859,13.246,12.741,11.93,12.146,11.748,11.673
257.9,14.71,14.772,12.87,13.262,12.754,11.925,12.151,11.748,11.673
258,14.71,14.768,12.882,13.277,12.768,11.921,12.157,11.748,11.673
258.1,14.71,14.763,12.894,13.293,12.782,11.916,12.163,11.747,11.673
258.2,14.71,14.759,12.907,13.308,12.795,11.911,12.168,11.747,11.673
258.3,14.71,14.754,12.92,13.322,12.808,11.907,12.174,11.747,11.673
258.4,14.71,14.748,12.934,13.337,12.821,11.903,12.179,11.747,11.673
258.5,14.71,14.742,12.948,13.35,12.833,11.899,12.184,11.747,11.673
258.6,14.71,14.736,12.963,13.364,12.845,11.896,12.189,11.746,11.673
258.7,14.71,14.73,12.978,13.377,12.857,11.892,12.195,11.746,11.673
258.8,14.71,14.723,12.994,13.39,12.869,11.889,12.199,11.746,11.673
258.9,14.71,14.715,13.011,13.402,12.881,11.886,12.204,11.746,11.673
259,14.71,14.707,13.028,13.414,12.892,11.883,12.209,11.746,11.673
259.1,14.71,14.699,13.045,13.425,12.903,11.881,12.214,11.746,11.673
259.2,14.71,14.69,13.063,13.436,12.913,11.878,12.219,11.746,11.673
259.3,14.71,14.68,13.082,13.447,12.924,11.876,12.223,11.747,11.673
259.4,14.71,14.67,13.101,13.457,12.934,11.874,12.227,11.747,11.673
259.5,14.71,14.659,13.12,13.467,12.944,11.873,12.232,11.747,11.673
259.6,14.71,14.647,13.14,13.476,12.953,11.871,12.236,11.747,11.673
259.7,14.71,14.635,13.16,13.485,12.962,11.87,12.24,11.747,11.673
259.8,14.71,14.621,13.181,13.494,12.971,11.869,12.244,11.748,11.673
259.9,14.71,14.607,13.202,13.503,12.98,11.868,12.248,11.748,11.673
260,14.71,14.592,13.223,13.511,12.988,11.867,12.252,11.749,11.673
260.1,14.71,14.577,13.245,13.518,12.996,11.867,12.256,11.749,11.673
260.2,14.71,14.56,13.267,13.526,13.004,11.866,12.259,11.749,11.673
260.3,14.71,14.542,13.289,13.533,13.012,11.866,12.263,11.75,11.673
260.4,14.71,14.524,13.311,13.539,13.019,11.867,12.266,11.75,11.673
