t(s),P=100mmHg,P=110mmHg,P=120mmHg,P=130mmHg,P=140mmHg,P =150mmHg,P = 160mmHg,P =170mmHg,P=180mmHg
233.7,32.326,41.612,26.02,25.909,26.292,30.119,30.434,31.295,34.802
233.8,32.326,41.893,25.942,25.98,26.357,30.01,30.522,31.282,34.802
233.9,32.326,42.168,25.866,26.054,26.424,29.903,30.611,31.269,34.802
234,32.326,42.437,25.794,26.132,26.494,29.796,30.701,31.256,34.802
234.1,32.326,42.698,25.724,26.214,26.568,29.691,30.792,31.244,34.802
234.2,32.326,42.952,25.657,26.299,26.644,29.586,30.884,31.233,34.802
234.3,32.326,43.198,25.593,26.388,26.724,29.483,30.977,31.222,34.802
234.4,32.326,43.434,25.532,26.481,26.806,29.382,31.071,31.212,34.802
234.5,32.326,43.662,25.473,26.577,26.892,29.281,31.165,31.202,34.802
234.6,32.326,43.88,25.418,26.678,26.98,29.182,31.261,31.193,34.802
234.7,32.326,44.088,25.366,26.782,27.072,29.084,31.357,31.184,34.802
234.8,32.326,44.285,25.317,26.891,27.167,28.988,31.454,31.176,34.802
234.9,32.326,44.471,25.27,27.003,27.266,28.893,31.551,31.169,34.802
235,32.326,44.647,25.227,27.12,27.367,28.8,31.65,31.162,34.802
235.1,32.326,44.81,25.186,27.241,27.472,28.707,31.748,31.156,34.802
235.2,32.326,44.961,25.149,27.365,27.58,28.617,31.847,31.151,34.802
235.3,32.326,45.1,25.114,27.494,27.691,28.528,31.947,31.146,34.802
235.4,32.326,45.227,25.083,27.627,27.805,28.44,32.047,31.141,34.802
235.5,32.326,45.341,25.054,27.764,27.923,28.354,32.148,31.137,34.802
235.6,32.326,45.442,25.028,27.906,28.043,28.27,32.248,31.134,34.802
235.7,32.326,45.531,25.006,28.051,28.167,28.187,32.349,31.132,34.802
235.8,32.326,45.606,24.986,28.201,28.295,28.105,32.45,31.13,34.802
235.9,32.326,45.668,24.969,28.355,28.425,28.026,32.552,31.128,34.802
236,32.326,45.717,24.955,28.513,28.559,27.948,32.653,31.127,34.802
236.1,32.326,45.754,24.944,28.675,28.695,27.872,32.754,31.127,34.802
236.2,32.326,45.777,24.936,28.841,28.835,27.797,32.855,31.128,34.802
236.3,32.326,45.788,24.931,29.011,28.978,27.724,32.956,31.129,34.802
236.4,32.326,45.786,24.929,29.186,29.124,27.653,33.057,31.131,34.802
236.5,32.326,45.772,24.93,29.364,29.273,27.584,33.158,31.133,34.802
236.6,32.326,45.746,24.934,29.546,29.425,27.516,33.258,31.136,34.802
236.7,32.326,45.708,24.941,29.732,29.58,27.45,33.358,31.139,34.802
236.8,32.326,45.658,24.951,29.922,29.738,27.386,33.457,31.143,34.803
236.9,32.326,45.597,24.964,30.116,29.899,27.324,33.556,31.148,34.803
237,32.326,45.525,24.98,30.313,30.063,27.264,33.654,31.153,34.803
237.1,32.326,45.443,24.999,30.514,30.229,27.205,33.752,31.159,34.803
237.2,32.326,45.351,25.021,30.718,30.398,27.149,33.849,31.166,34.803
237.3,32.326,45.248,25.047,30.925,30.569,27.094,33.945,31.173,34.803
237.4,32.326,45.137,25.075,31.136,30.743,27.041,34.04,31.181,34.803
237.5,32.326,45.016,25.107,31.35,30.92,26.99,34.134,31.189,34.803
237.6,32.326,44.887,25.142,31.567,31.099,26.941,34.227,31.198,34.803
237.7,32.326,44.749,25.181,31.787,31.279,26.894,34.319,31.207,34.803
237.8,32.326,44.604,25.223,32.01,31.463,26.849,34.41,31.218,34.803
237.9,32.326,44.451,25.268,32.235,31.648,26.805,34.499,31.228,34.803
238,32.326,44.291,25.317,32.463,31.835,26.764,34.588,31.239,34.804
238.1,32.326,44.124,25.369,32.693,32.024,26.725,34.675,31.251,34.804
238.2,32.326,43.951,25.425,32.926,32.214,26.687,34.76,31.264,34.804
238.3,32.326,43.773,25.485,33.16,32.407,26.652,34.844,31.277,34.804
238.4,32.326,43.588,25.549,33.397,32.6,26.619,34.927,31.29,34.804
238.5,32.326,43.399,25.616,33.635,32.795,26.587,35.007,31.304,34.804
238.6,32.326,43.205,25.688,33.875,32.992,26.558,35.087,31.319,34.804
238.7,32.326,43.006,25.763,34.116,33.189,26.53,35.164,31.334,34.804
238.8,32.326,42.804,25.843,34.358,33.387,26.505,35.239,31.35,34.804
238.9,32.326,42.597,25.926,34.601,33.586,26.481,35.313,31.366,34.804
239,32.326,42.387,26.014,34.845,33.785,26.46,35.385,31.383,34.805
239.1,32.326,42.174,26.107,35.089,33.985,26.441,35.455,31.4,34.805
239.2,32.326,41.958,26.204,35.333,34.185,26.423,35.522,31.418,34.805
239.3,32.326,41.74,26.305,35.578,34.385,26.408,35.588,31.436,34.805
239.4,32.326,41.519,26.411,35.822,34.585,26.395,35.651,31.455,34.805
239.5,32.326,41.296,26.522,36.066,34.785,26.384,35.713,31.475,34.805
239.6,32.326,41.071,26.637,36.31,34.984,26.375,35.772,31.494,34.805
239.7,32.326,40.845,26.758,36.552,35.182,26.368,35.828,31.515,34.805
239.8,32.326,40.617,26.883,36.793,35.38,26.363,35.883,31.535,34.806
239.9,32.326,40.389,27.013,37.032,35.576,26.36,35.935,31.557,34.806
240,32.326,40.159,27.148,37.27,35.771,26.359,35.984,31.578,34.806
240.1,32.326,39.928,27.288,37.506,35.965,26.361,36.032,31.601,34.806
240.2,32.326,39.697,27.433,37.739,36.157,26.364,36.077,31.623,34.806
240.3,32.326,39.466,27.584,37.969,36.347,26.37,36.119,31.646,34.806
240.4,32.326,39.234,27.739,38.197,36.535,26.377,36.159,31.67,34.806
240.5,32.326,39.002,27.9,38.421,36.72,26.387,36.196,31.694,34.806
240.6,32.326,38.77,28.065,38.641,36.903,26.399,36.231,31.718,34.807
240.7,32.326,38.538,28.236,38.858,37.083,26.413,36.263,31.743,34.807
240.8,32.326,38.307,28.412,39.07,37.259,26.43,36.292,31.768,34.807
240.9,32.326,38.076,28.593,39.277,37.433,26.448,36.319,31.793,34.807
241,32.326,37.846,28.779,39.48,37.603,26.469,36.343,31.819,34.807
241.1,32.326,37.616,28.971,39.678,37.769,26.492,36.365,31.845,34.807
241.2,32.326,37.387,29.167,39.87,37.932,26.517,36.384,31.871,34.807
241.3,32.326,37.159,29.368,40.056,38.09,26.544,36.401,31.898,34.808
241.4,32.326,36.932,29.574,40.236,38.244,26.574,36.414,31.925,34.808
241.5,32.326,36.706,29.785,40.41,38.393,26.605,36.426,31.953,34.808
241.6,32.326,36.481,30,40.577,38.538,26.639,36.434,31.981,34.808
241.7,32.326,36.257,30.22,40.737,38.678,26.676,36.44,32.009,34.808
241.8,32.326,36.034,30.445,40.891,38.812,26.714,36.444,32.037,34.808
241.9,32.326,35.812,30.674,41.037,38.942,26.755,36.445,32.066,34.808
242,32.326,35.592,30.907,41.175,39.065,26.798,36.443,32.094,34.808
242.1,32.326,35.374,31.145,41.305,39.184,26.844,36.438,32.123,34.809
242.2,32.326,35.156,31.386,41.428,39.296,26.891,36.432,32.153,34.809
242.3,32.326,34.94,31.631,41.543,39.403,26.941,36.422,32.182,34.809
242.4,32.326,34.726,31.881,41.649,39.504,26.994,36.41,32.212,34.809
242.5,32.326,34.513,32.133,41.747,39.599,27.049,36.396,32.242,34.809
242.6,32.326,34.302,32.39,41.836,39.687,27.106,36.379,32.272,34.809
242.7,32.326,34.092,32.649,41.917,39.769,27.165,36.36,32.302,34.809
242.8,32.326,33.885,32.912,41.989,39.845,27.227,36.339,32.332,34.81
242.9,32.326,33.678,33.177,42.053,39.915,27.291,36.315,32.363,34.81
243,32.326,33.474,33.446,42.107,39.978,27.358,36.289,32.393,34.81
243.1,32.326,33.271,33.716,42.154,40.034,27.427,36.26,32.424,34.81
243.2,32.326,33.07,33.99,42.191,40.084,27.498,36.23,32.455,34.81
243.3,32.326,32.871,34.265,42.22,40.128,27.572,36.197,32.486,34.81
243.4,32.326,32.674,34.543,42.24,40.164,27.648,36.162,32.517,34.81
243.5,32.326,32.478,34.822,42.251,40.195,27.726,36.125,32.548,34.81
243.6,32.326,32.284,35.103,42.254,40.219,27.807,36.085,32.579,34.811
243.7,32.326,32.092,35.385,42.249,40.236,27.89,36.044,32.61,34.811
243.8,32.326,31.902,35.668,42.236,40.247,27.976,36.001,32.641,34.811
243.9,32.326,31.714,35.952,42.214,40.251,28.064,35.955,32.672,34.811
244,32.326,31.528,36.236,42.184,40.249,28.154,35.908,32.703,34.811
244.1,32.326,31.344,36.521,42.147,40.241,28.247,35.859,32.734,34.811
244.2,32.326,31.162,36.806,42.102,40.227,28.342,35.808,32.765,34.811
244.3,32.326,30.982,37.09,42.049,40.207,28.439,35.756,32.796,34.811
244.4,32.326,30.804,37.374,41.99,40.18,28.539,35.701,32.827,34.812
244.5,32.326,30.627,37.657,41.923,40.148,28.641,35.645,32.857,34.812
244.6,32.326,30.453,37.939,41.849,40.11,28.745,35.587,32.888,34.812
244.7,32.326,30.281,38.219,41.768,40.066,28.852,35.528,32.918,34.812
244.8,32.326,30.111,38.497,41.681,40.017,28.96,35.467,32.949,34.812
244.9,32.326,29.943,38.772,41.588,39.963,29.071,35.404,32.979,34.812
245,32.326,29.778,39.045,41.489,39.903,29.185,35.34,33.009,34.812
245.1,32.326,29.614,39.316,41.384,39.838,29.3,35.275,33.039,34.812
245.2,32.326,29.453,39.582,41.274,39.768,29.417,35.208,33.068,34.813
245.3,32.326,29.294,39.845,41.158,39.693,29.537,35.14,33.098,34.813
245.4,32.326,29.137,40.103,41.037,39.613,29.658,35.071,33.127,34.813
245.5,32.326,28.982,40.357,40.911,39.529,29.782,35.001,33.156,34.813
245.6,32.326,28.83,40.606,40.78,39.44,29.907,34.929,33.185,34.813
245.7,32.326,28.68,40.849,40.645,39.348,30.035,34.856,33.213,34.813
245.8,32.326,28.532,41.087,40.506,39.251,30.164,34.782,33.241,34.813
245.9,32.326,28.387,41.318,40.363,39.15,30.295,34.707,33.269,34.813
246,32.326,28.244,41.543,40.216,39.045,30.428,34.631,33.297,34.813
246.1,32.326,28.104,41.76,40.065,38.937,30.563,34.554,33.324,34.813
246.2,32.326,27.966,41.97,39.911,38.825,30.699,34.476,33.351,34.814
246.3,32.326,27.83,42.172,39.754,38.71,30.837,34.398,33.378,34.814
246.4,32.326,27.697,42.366,39.594,38.591,30.976,34.318,33.404,34.814
246.5,32.326,27.567,42.551,39.431,38.47,31.117,34.238,33.43,34.814
246.6,32.326,27.439,42.728,39.265,38.345,31.259,34.157,33.455,34.814
246.7,32.326,27.314,42.895,39.097,38.218,31.403,34.075,33.48,34.814
246.8,32.326,27.192,43.053,38.927,38.088,31.548,33.992,33.505,34.814
246.9,32.326,27.072,43.201,38.755,37.956,31.694,33.909,33.529,34.814
247,32.326,26.955,43.339,38.581,37.822,31.841,33.826,33.553,34.814
247.1,32.326,26.841,43.466,38.405,37.685,31.989,33.742,33.576,34.814
247.2,32.326,26.73,43.584,38.228,37.546,32.137,33.657,33.599,34.814
247.3,32.326,26.621,43.69,38.049,37.405,32.287,33.572,33.621,34.815
247.4,32.326,26.516,43.787,37.869,37.262,32.438,33.486,33.643,34.815
247.5,32.326,26.413,43.872,37.688,37.118,32.589,33.401,33.665,34.815
247.6,32.326,26.313,43.946,37.505,36.972,32.74,33.314,33.686,34.815
247.7,32.326,26.216,44.01,37.322,36.825,32.892,33.228,33.706,34.815
247.8,32.326,26.123,44.062,37.139,36.676,33.044,33.141,33.726,34.815
247.9,32.326,26.032,44.104,36.954,36.526,33.197,33.054,33.746,34.815
248,32.326,25.944,44.135,36.769,36.375,33.349,32.967,33.765,34.815
248.1,32.326,25.859,44.155,36.584,36.222,33.501,32.88,33.783,34.815
248.2,32.326,25.778,44.165,36.399,36.069,33.654,32.793,33.801,34.815
248.3,32.326,25.699,44.164,36.213,35.915,33.805,32.705,33.818,34.815
248.4,32.326,25.624,44.153,36.027,35.761,33.957,32.618,33.834,34.815
248.5,32.326,25.551,44.131,35.841,35.606,34.108,32.53,33.85,34.815
248.6,32.326,25.482,44.1,35.656,35.45,34.258,32.443,33.866,34.815
248.7,32.326,25.416,44.058,35.47,35.293,34.408,32.356,33.881,34.815
248.8,32.326,25.353,44.007,35.285,35.137,34.556,32.268,33.895,34.816
248.9,32.326,25.294,43.947,35.101,34.98,34.704,32.181,33.909,34.816
249,32.326,25.237,43.878,34.916,34.823,34.85,32.094,33.922,34.816
249.1,32.326,25.184,43.8,34.732,34.666,34.995,32.008,33.934,34.816
249.2,32.326,25.134,43.714,34.549,34.508,35.138,31.921,33.946,34.816
249.3,32.326,25.087,43.619,34.367,34.351,35.28,31.835,33.957,34.816
249.4,32.326,25.044,43.517,34.185,34.194,35.42,31.749,33.968,34.816
249.5,32.326,25.003,43.407,34.004,34.037,35.558,31.663,33.978,34.816
249.6,32.326,24.966,43.289,33.823,33.88,35.694,31.578,33.987,34.816
249.7,32.326,24.932,43.165,33.644,33.723,35.827,31.493,33.996,34.816
249.8,32.326,24.901,43.034,33.466,33.567,35.959,31.408,34.004,34.816
249.9,32.326,24.874,42.897,33.288,33.411,36.088,31.324,34.011,34.816
250,32.326,24.85,42.754,33.112,33.256,36.214,31.241,34.018,34.816
250.1,32.326,24.828,42.605,32.936,33.101,36.338,31.158,34.024,34.816
250.2,32.326,24.811,42.45,32.762,32.947,36.459,31.075,34.029,34.816
250.3,32.326,24.796,42.291,32.589,32.794,36.577,30.993,34.034,34.816
250.4,32.326,24.784,42.126,32.417,32.641,36.692,30.912,34.038,34.816
250.5,32.326,24.776,41.957,32.247,32.488,36.803,30.831,34.042,34.816
250.6,32.326,24.771,41.784,32.077,32.337,36.911,30.751,34.044,34.816
250.7,32.326,24.77,41.607,31.91,32.186,37.016,30.671,34.047,34.816
250.8,32.326,24.771,41.426,31.743,32.037,37.117,30.592,34.048,34.816
250.9,32.326,24.776,41.242,31.578,31.888,37.215,30.514,34.049,34.816
251,32.326,24.784,41.054,31.414,31.74,37.309,30.437,34.049,34.816
251.1,32.326,24.796,40.864,31.252,31.593,37.399,30.36,34.048,34.816
251.2,32.326,24.81,40.67,31.091,31.447,37.485,30.284,34.047,34.816
251.3,32.326,24.828,40.475,30.932,31.303,37.567,30.209,34.046,34.816
251.4,32.326,24.85,40.277,30.774,31.159,37.645,30.135,34.043,34.816
251.5,32.326,24.875,40.077,30.618,31.016,37.719,30.061,34.04,34.816
251.6,32.326,24.904,39.875,30.463,30.875,37.788,29.989,34.036,34.816
251.7,32.326,24.936,39.672,30.31,30.735,37.854,29.917,34.032,34.816
251.8,32.326,24.971,39.467,30.159,30.596,37.914,29.847,34.027,34.816
251.9,32.326,25.011,39.261,30.01,30.458,37.971,29.777,34.021,34.816
252,32.326,25.054,39.053,29.862,30.322,38.023,29.708,34.015,34.816
252.1,32.326,25.1,38.845,29.716,30.187,38.071,29.64,34.008,34.816
252.2,32.326,25.151,38.636,29.572,30.054,38.114,29.574,34.001,34.816
252.3,32.326,25.206,38.427,29.43,29.922,38.153,29.508,33.993,34.816
252.4,32.326,25.265,38.217,29.289,29.791,38.187,29.443,33.984,34.816
252.5,32.326,25.328,38.007,29.151,29.662,38.217,29.38,33.975,34.816
252.6,32.326,25.395,37.796,29.014,29.535,38.242,29.317,33.965,34.816
252.7,32.326,25.466,37.586,28.879,29.409,38.263,29.256,33.954,34.816
252.8,32.326,25.542,37.375,28.747,29.284,38.279,29.196,33.943,34.816
252.9,32.326,25.623,37.165,28.616,29.161,38.291,29.136,33.931,34.816
253,32.326,25.708,36.955,28.487,29.04,38.299,29.079,33.919,34.816
253.1,32.326,25.798,36.745,28.361,28.921,38.302,29.022,33.906,34.816
253.2,32.326,25.893,36.536,28.236,28.803,38.3,28.966,33.893,34.816
253.3,32.326,25.993,36.327,28.114,28.687,38.295,28.912,33.879,34.816
253.4,32.326,26.098,36.119,27.994,28.573,38.285,28.859,33.865,34.816
253.5,32.326,26.208,35.911,27.876,28.46,38.27,28.807,33.85,34.816
253.6,32.326,26.324,35.705,27.76,28.35,38.252,28.756,33.834,34.816
253.7,32.326,26.445,35.499,27.646,28.241,38.229,28.707,33.819,34.816
253.8,32.326,26.572,35.294,27.535,28.134,38.203,28.659,33.802,34.816
253.9,32.326,26.705,35.091,27.426,28.029,38.172,28.613,33.785,34.816
254,32.326,26.843,34.888,27.319,27.926,38.137,28.567,33.768,34.815
254.1,32.326,26.987,34.686,27.215,27.825,38.099,28.523,33.75,34.815
254.2,32.326,27.137,34.486,27.113,27.726,38.057,28.481,33.731,34.815
254.3,32.326,27.293,34.287,27.014,27.628,38.011,28.44,33.713,34.815
254.4,32.326,27.455,34.089,26.917,27.533,37.961,28.4,33.693,34.815
254.5,32.326,27.623,33.892,26.822,27.44,37.908,28.362,33.673,34.815
254.6,32.326,27.797,33.697,26.73,27.349,37.851,28.325,33.653,34.815
254.7,32.326,27.977,33.503,26.64,27.26,37.791,28.289,33.633,34.815
254.8,32.326,28.163,33.31,26.553,27.174,37.728,28.255,33.612,34.815
254.9,32.326,28.355,33.119,26.468,27.089,37.662,28.222,33.59,34.815
255,32.326,28.554,32.929,26.386,27.007,37.592,28.191,33.569,34.815
255.1,32.326,28.758,32.741,26.307,26.926,37.519,28.162,33.547,34.815
255.2,32.326,28.969,32.555,26.23,26.848,37.444,28.133,33.524,34.815
255.3,32.326,29.185,32.37,26.155,26.772,37.365,28.107,33.501,34.815
255.4,32.326,29.407,32.187,26.083,26.698,37.284,28.082,33.478,34.815
255.5,32.326,29.635,32.005,26.014,26.627,37.2,28.058,33.454,34.815
255.6,32.326,29.868,31.825,25.948,26.558,37.114,28.036,33.431,34.815
255.7,32.326,30.107,31.647,25.884,26.491,37.025,28.015,33.406,34.814
255.8,32.326,30.352,31.47,25.822,26.426,36.934,27.996,33.382,34.814
255.9,32.326,30.601,31.295,25.764,26.364,36.84,27.979,33.357,34.814
256,32.326,30.856,31.122,25.708,26.304,36.745,27.963,33.332,34.814
256.1,32.326,31.116,30.951,25.654,26.246,36.647,27.949,33.307,34.814
256.2,32.326,31.381,30.782,25.604,26.19,36.547,27.936,33.281,34.814
256.3,32.326,31.65,30.614,25.556,26.137,36.445,27.925,33.256,34.814
256.4,32.326,31.924,30.448,25.51,26.086,36.341,27.915,33.23,34.814
256.5,32.326,32.202,30.285,25.468,26.038,36.236,27.907,33.203,34.814
256.6,32.326,32.484,30.123,25.428,25.991,36.129,27.901,33.177,34.814
256.7,32.326,32.771,29.963,25.39,25.947,36.02,27.896,33.15,34.814
256.8,32.326,33.061,29.805,25.355,25.906,35.91,27.893,33.123,34.814
256.9,32.326,33.354,29.649,25.323,25.867,35.798,27.892,33.096,34.814
257,32.326,33.651,29.495,25.294,25.83,35.685,27.892,33.069,34.814
257.1,32.326,33.951,29.343,25.267,25.795,35.571,27.894,33.042,34.813
257.2,32.326,34.254,29.194,25.243,25.763,35.455,27.897,33.015,34.813
257.3,32.326,34.56,29.046,25.222,25.733,35.339,27.903,32.987,34.813
257.4,32.326,34.868,28.9,25.203,25.706,35.221,27.909,32.959,34.813
257.5,32.326,35.179,28.757,25.187,25.68,35.103,27.918,32.932,34.813
257.6,32.326,35.491,28.616,25.173,25.658,34.983,27.928,32.904,34.813
257.7,32.326,35.806,28.477,25.162,25.637,34.863,27.94,32.876,34.813
257.8,32.326,36.122,28.341,25.154,25.619,34.742,27.953,32.848,34.813
257.9,32.326,36.439,28.206,25.148,25.603,34.62,27.968,32.82,34.813
258,32.326,36.757,28.074,25.145,25.59,34.498,27.985,32.791,34.813
258.1,32.326,37.076,27.945,25.145,25.579,34.375,28.004,32.763,34.813
258.2,32.326,37.395,27.817,25.148,25.57,34.252,28.024,32.735,34.813
258.3,32.326,37.714,27.693,25.153,25.564,34.128,28.046,32.707,34.812
258.4,32.326,38.033,27.57,25.161,25.56,34.004,28.069,32.679,34.812
258.5,32.326,38.352,27.45,25.171,25.558,33.879,28.094,32.651,34.812
258.6,32.326,38.67,27.333,25.184,25.559,33.754,28.121,32.622,34.812
258.7,32.326,38.986,27.218,25.2,25.562,33.629,28.15,32.594,34.812
258.8,32.326,39.3,27.106,25.219,25.568,33.504,28.18,32.566,34.812
258.9,32.326,39.613,26.996,25.241,25.576,33.379,28.212,32.538,34.812
259,32.326,39.923,26.889,25.265,25.586,33.254,28.246,32.51,34.812
259.1,32.326,40.23,26.784,25.292,25.599,33.129,28.281,32.482,34.812
259.2,32.326,40.534,26.683,25.322,25.615,33.004,28.318,32.454,34.812
259.3,32.326,40.833,26.584,25.356,25.633,32.879,28.356,32.427,34.812
259.4,32.326,41.129,26.487,25.392,25.653,32.754,28.397,32.399,34.812
259.5,32.326,41.419,26.394,25.431,25.676,32.63,28.439,32.372,34.811
259.6,32.326,41.705,26.303,25.473,25.701,32.506,28.482,32.344,34.811
259.7,32.326,41.984,26.215,25.518,25.729,32.382,28.527,32.317,34.811
259.8,32.326,42.257,26.13,25.566,25.76,32.258,28.574,32.29,34.811
259.9,32.326,42.524,26.047,25.617,25.793,32.135,28.623,32.263,34.811
260,32.326,42.783,25.968,25.672,25.829,32.012,28.673,32.236,34.811
260.1,32.326,43.034,25.891,25.73,25.867,31.89,28.724,32.21,34.811
260.2,32.326,43.276,25.817,25.791,25.908,31.769,28.778,32.184,34.811
260.3,32.326,43.51,25.747,25.856,25.952,31.648,28.833,32.157,34.811
260.4,32.326,43.735,25.679,25.924,25.999,31.527,28.889,32.132,34.811
260.5,32.326,43.949,25.614,25.995,26.048,31.407,28.947,32.106,34.811
260.6,32.326,44.154,25.552,26.07,26.1,31.288,29.007,32.08,34.811
260.7,32.326,44.348,25.492,26.149,26.155,31.17,29.068,32.055,34.811
260.8,32.326,44.53,25.436,26.231,26.213,31.052,29.131,32.03,34.81
260.9,32.326,44.702,25.383,26.317,26.273,30.935,29.195,32.005,34.81
261,32.326,44.861,25.333,26.407,26.337,30.82,29.26,31.981,34.81
261.1,32.326,45.008,25.285,26.501,26.403,30.704,29.328,31.957,34.81
261.2,32.326,45.143,25.241,26.598,26.473,30.59,29.396,31.933,34.81
261.3,32.326,45.266,25.199,26.699,26.545,30.477,29.466,31.909,34.81
261.4,32.326,45.376,25.161,26.805,26.621,30.365,29.538,31.886,34.81
261.5,32.326,45.473,25.125,26.914,26.699,30.254,29.611,31.863,34.81
261.6,32.326,45.557,25.093,27.027,26.781,30.143,29.685,31.841,34.81
261.7,32.326,45.628,25.063,27.145,26.865,30.034,29.761,31.818,34.81
261.8,32.326,45.686,25.037,27.266,26.953,29.926,29.838,31.796,34.81
261.9,32.326,45.731,25.013,27.392,27.044,29.82,29.916,31.775,34.81
262,32.326,45.763,24.992,27.521,27.138,29.714,29.996,31.753,34.81
262.1,32.326,45.782,24.974,27.655,27.236,29.609,30.076,31.732,34.809
262.2,32.326,45.789,24.959,27.793,27.336,29.506,30.159,31.712,34.809
262.3,32.326,45.783,24.947,27.936,27.44,29.404,30.242,31.692,34.809
262.4,32.326,45.765,24.938,28.082,27.547,29.303,30.326,31.672,34.809
262.5,32.326,45.735,24.932,28.233,27.657,29.204,30.412,31.653,34.809
262.6,32.326,45.693,24.929,28.387,27.77,29.106,30.499,31.634,34.809
262.7,32.326,45.639,24.929,28.546,27.887,29.009,30.586,31.615,34.809
262.8,32.326,45.575,24.932,28.709,28.007,28.914,30.675,31.597,34.809
262.9,32.326,45.5,24.938,28.876,28.13,28.82,30.765,31.579,34.809
263,32.326,45.414,24.947,29.047,28.256,28.728,30.856,31.562,34.809
263.1,32.326,45.318,24.959,29.222,28.386,28.637,30.947,31.545,34.809
263.2,32.326,45.213,24.974,29.401,28.518,28.547,31.04,31.529,34.809
263.3,32.326,45.098,24.992,29.584,28.654,28.459,31.133,31.513,34.809
263.4,32.326,44.975,25.013,29.771,28.793,28.373,31.228,31.497,34.809
263.5,32.326,44.843,25.038,29.962,28.935,28.288,31.323,31.482,34.809
263.6,32.326,44.702,25.065,30.156,29.08,28.205,31.418,31.468,34.808
263.7,32.326,44.554,25.096,30.354,29.228,28.123,31.515,31.453,34.808
263.8,32.326,44.399,25.13,30.556,29.38,28.043,31.612,31.44,34.808
263.9,32.326,44.237,25.167,30.761,29.534,27.965,31.709,31.427,34.808
264,32.326,44.068,25.208,30.969,29.691,27.888,31.807,31.414,34.808
264.1,32.326,43.894,25.252,31.18,29.851,27.813,31.906,31.402,34.808
264.2,32.326,43.713,25.3,31.395,30.013,27.74,32.005,31.39,34.808
264.3,32.326,43.527,25.351,31.613,30.179,27.669,32.104,31.379,34.808
264.4,32.326,43.336,25.406,31.833,30.347,27.599,32.204,31.368,34.808
264.5,32.326,43.14,25.465,32.056,30.518,27.531,32.304,31.358,34.808
264.6,32.326,42.941,25.527,32.282,30.691,27.465,32.404,31.348,34.808
264.7,32.326,42.737,25.593,32.511,30.867,27.4,32.504,31.339,34.808
264.8,32.326,42.529,25.663,32.741,31.045,27.338,32.604,31.331,34.808
264.9,32.326,42.318,25.737,32.974,31.225,27.277,32.704,31.322,34.808
265,32.326,42.104,25.816,33.209,31.408,27.218,32.805,31.315,34.808
265.1,32.326,41.887,25.898,33.446,31.592,27.161,32.905,31.308,34.808
265.2,32.326,41.668,25.984,33.685,31.779,27.106,33.005,31.301,34.808
265.3,32.326,41.446,26.075,33.924,31.967,27.053,33.104,31.295,34.808
265.4,32.326,41.223,26.171,34.166,32.157,27.001,33.204,31.29,34.808
265.5,32.326,40.997,26.271,34.408,32.349,26.952,33.303,31.285,34.808
265.6,32.326,40.771,26.375,34.651,32.542,26.904,33.401,31.281,34.808
265.7,32.326,40.543,26.484,34.895,32.737,26.858,33.499,31.277,34.808
265.8,32.326,40.313,26.598,35.14,32.933,26.815,33.597,31.273,34.808
265.9,32.326,40.083,26.717,35.384,33.13,26.773,33.694,31.271,34.807
266,32.326,39.853,26.84,35.629,33.328,26.733,33.79,31.269,34.807
266.1,32.326,39.621,26.969,35.873,33.526,26.695,33.885,31.267,34.807
266.2,32.326,39.39,27.102,36.117,33.726,26.66,33.98,31.266,34.807
266.3,32.326,39.158,27.241,36.36,33.925,26.626,34.073,31.265,34.807
266.4,32.326,38.926,27.384,36.602,34.125,26.594,34.166,31.265,34.807
266.5,32.326,38.694,27.533,36.843,34.326,26.564,34.258,31.266,34.807
266.6,32.326,38.463,27.687,37.082,34.526,26.536,34.348,31.267,34.807
266.7,32.326,38.231,27.845,37.319,34.725,26.51,34.437,31.269,34.807
266.8,32.326,38.001,28.009,37.554,34.925,26.486,34.525,31.271,34.807
266.9,32.326,37.771,28.179,37.787,35.124,26.465,34.612,31.274,34.807
267,32.326,37.541,28.353,38.017,35.321,26.445,34.697,31.277,34.807
267.1,32.326,37.312,28.532,38.243,35.518,26.427,34.781,31.281,34.807
267.2,32.326,37.085,28.717,38.467,35.714,26.411,34.863,31.285,34.807
267.3,32.326,36.858,28.906,38.686,35.908,26.398,34.944,31.29,34.807
267.4,32.326,36.632,29.101,38.902,36.1,26.386,35.023,31.296,34.807
267.5,32.326,36.407,29.3,39.113,36.291,26.376,35.1,31.302,34.807
267.6,32.326,36.184,29.505,39.32,36.479,26.369,35.176,31.309,34.807
267.7,32.326,35.961,29.714,39.521,36.665,26.364,35.249,31.316,34.807
267.8,32.326,35.74,29.928,39.718,36.849,26.36,35.321,31.323,34.807
267.9,32.326,35.52,30.146,39.909,37.03,26.359,35.391,31.332,34.807
268,32.326,35.302,30.369,40.094,37.207,26.36,35.459,31.34,34.807
268.1,32.326,35.085,30.597,40.273,37.382,26.363,35.525,31.35,34.807
268.2,32.326,34.87,30.829,40.445,37.553,26.368,35.589,31.36,34.807
268.3,32.326,34.656,31.065,40.611,37.721,26.375,35.65,31.37,34.807
268.4,32.326,34.444,31.305,40.77,37.884,26.385,35.709,31.381,34.807
268.5,32.326,34.233,31.549,40.921,38.044,26.396,35.767,31.392,34.807
